PLAN,DESCRIPTION,APPLICATION_REFERENCE,APPLICATION_NO,chargeAcPrefix,chargeAc,chargeAmount,VALUEFIRST,VALUEFIRST_LABEL,VALUE1_LABEL,VALUE1,VALUE2_LABEL,VALUE2,VALUE3_LABEL,VALUE3,VALUE4_LABEL,VALUE4,LikelyExpired,PROPERTY_NO,Purpose,transAcPrefix,transAc,transAmount
S94-01,S94-01 - Structured Open Space,1288/2000DA,311182,ZFRI,ZFRInfrastructure,2118,4.545798,ET (Casual OS),ET (Casual OS),4.545798,ET (Struct OS),0.879934,,,,,Expired,34001,Open Space,ZFDC,ZFDCStructure1,-2118
S94-01,S94-01 - Structured Open Space,1349/2001DA,311002,ZFRI,ZFRInfrastructure,112050,46.528,ET (Casual OS),ET (Casual OS),46.528,ET (Struct OS),46.551,,,,,Expired,42412,Open Space,ZFDC,ZFDCStructure1,-112050
S94-01,S94-01 - Structured Open Space,1372/2001DA,311128,ZFRI,ZFRInfrastructure,1245,0.517,ET (Casual OS),ET (Casual OS),0.517,ET (Struct OS),0.517,,,,,Expired,44111,Open Space,ZFDC,ZFDCStructure1,-1245
S94-01,S94-01 - Structured Open Space,D91/0236,298948,ZFRI,ZFRInfrastructure,6785,3.794,ET (Casual OS),ET (Casual OS),3.794,ET (Struct OS),3.27,,,,,Expired,44904,Open Space,,,
S94-01,S94-01 - Structured Open Space,D94/0379,298447,ZFRI,ZFRInfrastructure,48140,4,ET (Casual OS),ET (Casual OS),4,ET (Struct OS),4,,,,,Expired,49411,Open Space,ZFDC,ZFDCStructure1,-29253
S94-01,S94-01 - Structured Open Space,DA02/0469,361451,ZFRI,ZFRInfrastructure,2407,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,43187,Open Space,ZFDC,ZFDCStructure1,-2407
S94-01,S94-01 - Structured Open Space,DA02/0470,361455,ZFRI,ZFRInfrastructure,2407,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,51176,Open Space,ZFDC,ZFDCStructure1,-2407
S94-01,S94-01 - Structured Open Space,DA02/0473,361521,ZFRI,ZFRInfrastructure,52954,11,ET (Casual OS),ET (Casual OS),11,ET (Struct OS),11,,,,,Expired,52920,Open Space,,,
S94-01,S94-01 - Structured Open Space,DA02/0546,362485,ZFRI,ZFRInfrastructure,2407,1.724268,ET (Casual OS),ET (Casual OS),1.724268,ET (Struct OS),0.33361,,,,,Expired,51186,Open Space,ZFDC,ZFDCStructure1,-2407
S94-01,S94-01 - Structured Open Space,DA02/0702,364259,ZFRI,ZFRInfrastructure,2407,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,52810,Open Space,ZFDC,ZFDCStructure1,-2407
S94-01,S94-01 - Structured Open Space,DA02/0707,364279,ZFRI,ZFRInfrastructure,2407,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,53150,Open Space,ZFDC,ZFDCStructure1,-2407
S94-01,S94-01 - Structured Open Space,DA02/0710,364288,ZFRI,ZFRInfrastructure,4814,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,52820,Open Space,,,
S94-01,S94-01 - Structured Open Space,DA02/0745,364528,ZFRI,ZFRInfrastructure,2407,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,53070,Open Space,ZFDC,ZFDCStructure1,-2407
S94-01,S94-01 - Structured Open Space,DA02/0747,364539,ZFRI,ZFRInfrastructure,2407,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,53080,Open Space,ZFDC,ZFDCStructure1,-2407
S94-01,S94-01 - Structured Open Space,DA02/0797,365167,ZFRI,ZFRInfrastructure,2407,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,54120,Open Space,ZFDC,ZFDCStructure1,-2407
S94-01,S94-01 - Structured Open Space,DA02/0799,365176,ZFRI,ZFRInfrastructure,2407,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,54140,Open Space,ZFDC,ZFDCStructure1,-2407
S94-01,S94-01 - Structured Open Space,DA02/0803,365191,ZFRI,ZFRInfrastructure,2407,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,54110,Open Space,ZFDC,ZFDCStructure1,-2407
S94-01,S94-01 - Structured Open Space,DA02/0808,365210,ZFRI,ZFRInfrastructure,2407,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,54130,Open Space,ZFDC,ZFDCStructure1,-2407
S94-01,S94-01 - Structured Open Space,DA02/0809,365216,ZFRI,ZFRInfrastructure,2407,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,54090,Open Space,ZFDC,ZFDCStructure1,-2407
S94-01,S94-01 - Structured Open Space,DA02/0810,365221,ZFRI,ZFRInfrastructure,2407,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,54100,Open Space,ZFDC,ZFDCStructure1,-2407
S94-01,S94-01 - Structured Open Space,DA02/0901,366308,ZFRI,ZFRInfrastructure,2407,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,37081,Open Space,ZFDC,ZFDCStructure1,-2407
S94-01,S94-01 - Structured Open Space,DA02/0933,366641,ZFRI,ZFRInfrastructure,2407,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,53210,Open Space,ZFDC,ZFDCStructure1,-2407
S94-01,S94-01 - Structured Open Space,DA02/0934,366642,ZFRI,ZFRInfrastructure,2407,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,53220,Open Space,ZFDC,ZFDCStructure1,-2407
S94-01,S94-01 - Structured Open Space,DA02/1098,368111,ZFRI,ZFRInfrastructure,2407,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,54530,Open Space,ZFDC,ZFDCStructure1,-2407
S94-01,S94-01 - Structured Open Space,DA02/1102,368134,ZFRI,ZFRInfrastructure,2407,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,54510,Open Space,ZFDC,ZFDCStructure1,-2407
S94-01,S94-01 - Structured Open Space,DA02/1106,368148,ZFRI,ZFRInfrastructure,2407,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,54540,Open Space,ZFDC,ZFDCStructure1,-2407
S94-01,S94-01 - Structured Open Space,DA02/1107,368152,ZFRI,ZFRInfrastructure,2407,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,54550,Open Space,ZFDC,ZFDCStructure1,-2407
S94-01,S94-01 - Structured Open Space,DA02/1108,368157,ZFRI,ZFRInfrastructure,2407,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,54500,Open Space,ZFDC,ZFDCStructure1,-2407
S94-01,S94-01 - Structured Open Space,DA02/1109,368164,ZFRI,ZFRInfrastructure,2407,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,54520,Open Space,ZFDC,ZFDCStructure1,-2407
S94-01,S94-01 - Structured Open Space,DA02/1134,368506,ZFRI,ZFRInfrastructure,2407,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,57730,Open Space,ZFDC,ZFDCStructure1,-2407
S94-01,S94-01 - Structured Open Space,DA02/1150,368705,ZFRI,ZFRInfrastructure,2407,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,57740,Open Space,ZFDC,ZFDCStructure1,-2407
S94-01,S94-01 - Structured Open Space,DA02/1191,369074,ZFRI,ZFRInfrastructure,116200,17,ET (Casual OS),ET (Casual OS),17,ET (Struct OS),17,,,,,Expired,31550,Open Space,ZFDC,ZFDCStructure1,-35275
S94-01,S94-01 - Structured Open Space,DA02/1239,369563,ZFRI,ZFRInfrastructure,10856,6.0704,ET (Casual OS),ET (Casual OS),6.0704,ET (Struct OS),5.232,,,,,Expired,5039,Open Space,ZFDC,ZFDCStructure1,-10856
S94-01,S94-01 - Structured Open Space,DA02/1267,369828,ZFRI,ZFRInfrastructure,2407,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,53140,Open Space,ZFDC,ZFDCStructure1,-2407
S94-01,S94-01 - Structured Open Space,DA02/1284,370118,ZFRI,ZFRInfrastructure,4814,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,17935,Open Space,,,
S94-01,S94-01 - Structured Open Space,DA02/1413,371420,ZFRI,ZFRInfrastructure,2407,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,51177,Open Space,ZFDC,ZFDCStructure1,-2407
S94-01,S94-01 - Structured Open Space,DA02/1635,373444,ZFRI,ZFRInfrastructure,200836,56.1477,ET (Casual OS),ET (Casual OS),56.1477,ET (Struct OS),48.3942,,,,,Expired,41337,Open Space,ZFDC,ZFDCStructure1,-176410
S94-01,S94-01 - Structured Open Space,DA02/1704,374071,ZFRI,ZFRInfrastructure,1244,0.517,ET (Casual OS),ET (Casual OS),0.517,ET (Struct OS),0.517,,,,,Expired,63520,Open Space,ZFDC,ZFDCStructure1,-1244
S94-01,S94-01 - Structured Open Space,DA02/1736,374336,ZFRI,ZFRInfrastructure,1244,0.517,ET (Casual OS),ET (Casual OS),0.517,ET (Struct OS),0.517,,,,,Expired,63540,Open Space,ZFDC,ZFDCStructure1,-1244
S94-01,S94-01 - Structured Open Space,DA02/1774,374654,ZFRI,ZFRInfrastructure,7221,0.5165,ET (Casual OS),ET (Casual OS),0.5165,ET (Struct OS),0.5172,,,,,Expired,63570,Open Space,ZFDC,ZFDCStructure1,-2407
S94-01,S94-01 - Structured Open Space,DA02/1883,375550,ZFRI,ZFRInfrastructure,153279,21,ET (Casual OS),ET (Casual OS),21,ET (Struct OS),21,,,,,Expired,25654,Open Space,ZFDC,ZFDCStructure1,-51093
S94-01,S94-01 - Structured Open Space,DA03/0078,378899,ZFRI,ZFRInfrastructure,340241,115.1566,ET (Casual OS),ET (Casual OS),115.1566,ET (Struct OS),110.5451,,,,,Expired,41355,Open Space,ZFDC,ZFDCStructure1,-210544.23
S94-01,S94-01 - Structured Open Space,DA03/0422,382694,ZFRI,ZFRInfrastructure,639,0.5176,ET (Casual OS),ET (Casual OS),0.5176,ET (Struct OS),0.308,,,,,Expired,34751,Open Space,ZFDC,ZFDCStructure1,-639
S94-01,S94-01 - Structured Open Space,DA03/0526,383945,ZFRI,ZFRInfrastructure,639,0.5176,ET (Casual OS),ET (Casual OS),0.5176,ET (Struct OS),0.308,,,,,Expired,41246,Open Space,ZFDC,ZFDCStructure1,-639
S94-01,S94-01 - Structured Open Space,DA03/0563,384425,ZFRI,ZFRInfrastructure,639,0.5176,ET (Casual OS),ET (Casual OS),0.5176,ET (Struct OS),0.308,,,,,Expired,70840,Open Space,ZFDC,ZFDCStructure1,-639
S94-01,S94-01 - Structured Open Space,DA03/0564,384432,ZFRI,ZFRInfrastructure,639,0.5176,ET (Casual OS),ET (Casual OS),0.5176,ET (Struct OS),0.308,,,,,Expired,71110,Open Space,ZFDC,ZFDCStructure1,-639
S94-01,S94-01 - Structured Open Space,DA03/0566,384440,ZFRI,ZFRInfrastructure,639,0.5176,ET (Casual OS),ET (Casual OS),0.5176,ET (Struct OS),0.308,,,,,Expired,71030,Open Space,ZFDC,ZFDCStructure1,-639
S94-01,S94-01 - Structured Open Space,DA03/0589,384590,ZFRI,ZFRInfrastructure,639,0.5176,ET (Casual OS),ET (Casual OS),0.5176,ET (Struct OS),0.308,,,,,Expired,70890,Open Space,ZFDC,ZFDCStructure1,-639
S94-01,S94-01 - Structured Open Space,DA03/0613,384944,ZFRI,ZFRInfrastructure,639,0.5176,ET (Casual OS),ET (Casual OS),0.5176,ET (Struct OS),0.308,,,,,Expired,41245,Open Space,ZFDC,ZFDCStructure1,-639
S94-01,S94-01 - Structured Open Space,DA03/0651,385280,ZFRI,ZFRInfrastructure,639,0.5175,ET (Casual OS),ET (Casual OS),0.5175,ET (Struct OS),0.308,,,,,Expired,70900,Open Space,ZFDC,ZFDCStructure1,-639
S94-01,S94-01 - Structured Open Space,DA03/0709,385763,ZFRI,ZFRInfrastructure,639,0.5176,ET (Casual OS),ET (Casual OS),0.5176,ET (Struct OS),0.308,,,,,Expired,70940,Open Space,ZFDC,ZFDCStructure1,-639
S94-01,S94-01 - Structured Open Space,DA03/0710,385764,ZFRI,ZFRInfrastructure,639,0.5175,ET (Casual OS),ET (Casual OS),0.5175,ET (Struct OS),0.308,,,,,Expired,70910,Open Space,ZFDC,ZFDCStructure1,-639
S94-01,S94-01 - Structured Open Space,DA03/0755,386369,ZFRI,ZFRInfrastructure,639,0.5176,ET (Casual OS),ET (Casual OS),0.5176,ET (Struct OS),0.308,,,,,Expired,71080,Open Space,ZFDC,ZFDCStructure1,-639
S94-01,S94-01 - Structured Open Space,DA03/0801,386828,ZFRI,ZFRInfrastructure,639,0.5176,ET (Casual OS),ET (Casual OS),0.5176,ET (Struct OS),0.308,,,,,Expired,74810,Open Space,ZFDC,ZFDCStructure1,-639
S94-01,S94-01 - Structured Open Space,DA03/0802,386829,ZFRI,ZFRInfrastructure,11188,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,44048,Open Space,ZFDC,ZFDCStructure1,-2797
S94-01,S94-01 - Structured Open Space,DA03/0858,387576,ZFRI,ZFRInfrastructure,639,0.5176,ET (Casual OS),ET (Casual OS),0.5176,ET (Struct OS),0.308,,,,,Expired,52970,Open Space,ZFDC,ZFDCStructure1,-639
S94-01,S94-01 - Structured Open Space,DA03/1013,389306,ZFRI,ZFRInfrastructure,639,0.5176,ET (Casual OS),ET (Casual OS),0.5176,ET (Struct OS),0.308,,,,,Expired,34762,Open Space,ZFDC,ZFDCStructure1,-639
S94-01,S94-01 - Structured Open Space,DA03/1036,389537,ZFRI,ZFRInfrastructure,639,0.5176,ET (Casual OS),ET (Casual OS),0.5176,ET (Struct OS),0.308,,,,,Expired,70800,Open Space,ZFDC,ZFDCStructure1,-639
S94-01,S94-01 - Structured Open Space,DA03/1052,389709,ZFRI,ZFRInfrastructure,639,0.5176,ET (Casual OS),ET (Casual OS),0.5176,ET (Struct OS),0.308,,,,,Expired,52700,Open Space,ZFDC,ZFDCStructure1,-639
S94-01,S94-01 - Structured Open Space,DA04/0304,401916,ZFRI,ZFRInfrastructure,1278,0.5175,ET (Casual OS),ET (Casual OS),0.5175,ET (Struct OS),0.308,,,,,Expired,33703,Open Space,ZFDC,ZFDCStructure1,-1996
S94-01,S94-01 - Structured Open Space,DA04/0525,404339,ZFRI,ZFRInfrastructure,16782,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,5035,Open Space,,,
S94-01,S94-01 - Structured Open Space,DA04/0660,405622,ZFRI,ZFRInfrastructure,4866,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,5034,Open Space,ZFDC,ZFDCStructure1,-2433
S94-01,S94-01 - Structured Open Space,DA04/1113,410098,ZFRI,ZFRInfrastructure,639,0.5176,ET (Casual OS),ET (Casual OS),0.5176,ET (Struct OS),0.308,,,,,Expired,41251,Open Space,ZFDC,ZFDCStructure1,-639
S94-01,S94-01 - Structured Open Space,DA04/1203,411012,ZFRI,ZFRInfrastructure,639,0.5176,ET (Casual OS),ET (Casual OS),0.5176,ET (Struct OS),0.308,,,,,Expired,44096,Open Space,ZFDC,ZFDCStructure1,-639
S94-01,S94-01 - Structured Open Space,DA05/0359,420520,ZFRI,ZFRInfrastructure,639,0.5176,ET (Casual OS),ET (Casual OS),0.5176,ET (Struct OS),0.308,,,,,Expired,42665,Open Space,ZFDC,ZFDCStructure1,-639
S94-01,S94-01 - Structured Open Space,DA05/0442,421356,ZFRI,ZFRInfrastructure,639,0.5176,ET (Casual OS),ET (Casual OS),0.5176,ET (Struct OS),0.308,,,,,Expired,101433,Open Space,ZFDC,ZFDCStructure1,-639
S94-01,S94-01 - Structured Open Space,DA05/0797,424766,ZFRI,ZFRInfrastructure,639,0.5176,ET (Casual OS),ET (Casual OS),0.5176,ET (Struct OS),0.308,,,,,Expired,99900,Open Space,ZFDC,ZFDCStructure1,-639
S94-01,S94-01 - Structured Open Space,DA05/0821,424861,ZFRI,ZFRInfrastructure,639,0.5176,ET (Casual OS),ET (Casual OS),0.5176,ET (Struct OS),0.308,,,,,Expired,44630,Open Space,ZFDC,ZFDCStructure1,-639
S94-01,S94-01 - Structured Open Space,DA05/1296,430536,ZFRI,ZFRInfrastructure,2433,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,64030,Open Space,,,
S94-01,S94-01 - Structured Open Space,DA05/1442,432562,ZFRI,ZFRInfrastructure,639,0.5176,ET (Casual OS),ET (Casual OS),0.5176,ET (Struct OS),0.309,,,,,Expired,101960,Open Space,ZFDC,ZFDCStructure1,-639
S94-01,S94-01 - Structured Open Space,DA05/1443,432563,ZFRI,ZFRInfrastructure,639,0.5176,ET (Casual OS),ET (Casual OS),0.5176,ET (Struct OS),0.308,,,,,Expired,101959,Open Space,ZFDC,ZFDCStructure1,-639
S94-01,S94-01 - Structured Open Space,DA05/1499,433288,ZFRI,ZFRInfrastructure,2433,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,101778,Open Space,ZFDC,ZFDCStructure1,-2433
S94-01,S94-01 - Structured Open Space,DA06/1416,451022,ZFRI,ZFRInfrastructure,52406,12.6575,ET (Casual OS),ET (Casual OS),12.6575,ET (Struct OS),10.77,,,,,Expired,67750,Open Space,ZFDC,ZFDCStructure1,-14039
S94-01,S94-01 - Structured Open Space,DA07/0532,459153,ZFRI,ZFRInfrastructure,2340,1.2764,ET (Casual OS),ET (Casual OS),1.2764,ET (Struct OS),0.9617,,,,,Expired,103870,Open Space,ZFDC,ZFDCStructure1,-2340
S94-01,S94-01 - Structured Open Space,DA07/0589,460141,ZFRI,ZFRInfrastructure,6494037,11,ET (Casual OS),ET (Casual OS),11,ET (Struct OS),11,,,,,Expired,64020,Open Space,ZFDC,ZFDCStructure1,-244586
S94-01,S94-01 - Structured Open Space,DA07/0945,465030,ZFRI,ZFRInfrastructure,63911,16.8746,ET (Casual OS),ET (Casual OS),16.8746,ET (Struct OS),18.2083,,,,,Active,5600,Open Space,,,
S94-01,S94-01 - Structured Open Space,DA07/1191,467633,ZFRI,ZFRInfrastructure,4866,2,ET (Casual OS),ET (Casual OS),2,ET (Struct OS),2,,,,,Expired,103444,Open Space,ZFDC,ZFDCStructure1,-4866
S94-01,S94-01 - Structured Open Space,DA08/1128,484923,ZFRI,ZFRInfrastructure,10484,2,ET (Casual OS),ET (Casual OS),2,ET (Struct OS),2,,,,,Expired,44079,Open Space,,,
S94-01,S94-01 - Structured Open Space,DA11/0216,542486,ZFRI,ZFRInfrastructure,6645.06,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,108212,Open Space,,,
S94-01,S94-01 - Structured Open Space,DA11/0417,548008,ZFRI,ZFRInfrastructure,1878,0.75,ET (Casual OS),ET (Casual OS),0.75,ET (Struct OS),0.75,,,,,Expired,44049,Open Space,,,
S94-01,S94-01 - Structured Open Space,DA14/0904,648403,ZFRI,ZFRInfrastructure,547099.08,23.0625,ET (Casual OS),ET (Casual OS),23.0625,ET (Struct OS),23.0625,,,,,Expired,2918,Open Space,,,
S94-01,S94-01 - Structured Open Space,DA15/0175,657094,ZFRI,ZFRInfrastructure,2621,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),1,,,,,Expired,41355,Open Space,ZFDC,ZFDCStructure1,-2621
S94-01,S94-01 - Structured Open Space,DA16/0102,691157,ZFRI,ZFRInfrastructure,198936,,ET (Casual OS),ET (Casual OS),,ET (Struct OS),35.5625,,,,,Active,108471,Open Space,ZFDC,ZFDCStructure1,-99468
S94-01,S94-01 - Structured Open Space,DA17/0358,744232,ZFRI,ZFRInfrastructure,1270689,58.3125,ET (Casual OS),ET (Casual OS),58.3125,ET (Struct OS),58.3125,,,,,Active,93510,Open Space,ZFDC,ZFDCStructure1,-199192
S94-01,S94-01 - Structured Open Space,K98/0011,354163,ZFRI,ZFRInfrastructure,10375,28,ET (Casual OS),ET (Casual OS),28,ET (Struct OS),28,,,,,Expired,41337,Open Space,ZFDC,ZFDCStructure1,-10375
S94-01,S94-01 - Structured Open Space,K99/0165,355691,ZFRI,ZFRInfrastructure,312910,1,ET (Casual OS),ET (Casual OS),1,ET (Struct OS),20,,,,,Expired,50589,Open Space,ZFDC,ZFDCStructure1,-121097
S94-01,S94-01 - Structured Open Space,K99/1815,356052,ZFRI,ZFRInfrastructure,182892,,ET (Casual OS),ET (Casual OS),,ET (Struct OS),37.99169,,,,,Expired,49928,Open Space,ZFDC,ZFDCStructure1,0
S94-01,S94-01 - Structured Open Space,S92/0118,296505,ZFRI,ZFRInfrastructure,330528,,ET (Casual OS),ET (Casual OS),,ET (Struct OS),11,,,,,Expired,45991,Open Space,,,
S94-01,S94-01 - Structured Open Space,S93/0039,358441,ZFRI,ZFRInfrastructure,15883.4,41,ET (Casual OS),ET (Casual OS),41,ET (Struct OS),41,,,,,Expired,49386,Open Space,ZFDC,ZFDCStructure1,-8910.2
S94-01,S94-01 - Structured Open Space,S95/0005,358845,ZFRI,ZFRInfrastructure,170310,,ET (Casual OS),ET (Casual OS),,ET (Struct OS),10,,,,,Expired,48647,Open Space,ZFDC,ZFDCStructure1,-280859.8
S94-01,S94-01 - Structured Open Space,S97/0063,295973,ZFRI,ZFRInfrastructure,247530,,ET (Casual OS),ET (Casual OS),,ET (Struct OS),62,,,,,Expired,16997,Open Space,ZFDC,ZFDCStructure1,-41255
S94-01,S94-01 - Structured Open Space,S98/0033,296121,ZFRI,ZFRInfrastructure,180525,,ET (Casual OS),ET (Casual OS),,ET (Struct OS),75,,,,,Expired,47534,Open Space,ZFDC,ZFDCStructure1,-180525
S94-02,S94-02 - THS Drainage,DA02/0473,361521,ZFRI,ZFRInfrastructure,10082,1.145,HA (Drainage),,,,,,,HA (Drainage),1.145,Expired,52920,Drainage,ZFDC,ZFDCDrainage2,-10082
S94-02,S94-02 - THS Drainage,DA02/1191,369074,ZFRI,ZFRInfrastructure,19706,1.119,HA (Drainage),,,,,,,HA (Drainage),1.119,Expired,31550,Drainage,ZFDC,ZFDCDrainage2,0
S94-02,S94-02 - THS Drainage,DA02/1239,369563,ZFRI,ZFRInfrastructure,8316.32,0.9445,HA (Drainage),,,,,,,HA (Drainage),0.9445,Expired,5039,Drainage,ZFDC,ZFDCDrainage2,-8316.32
S94-02,S94-02 - THS Drainage,DA06/1416,451022,ZFRI,ZFRInfrastructure,2108.45,0.2395,HA (Drainage),,,,,,,HA (Drainage),0.2395,Expired,67750,Drainage,ZFDC,ZFDCDrainage2,-2108.45
S94-02,S94-02 - THS Drainage,DA06/1442,451292,ZFRI,ZFRInfrastructure,1591.06,0.1807,HA (Drainage),,,,,,,HA (Drainage),0.1807,Expired,102860,Drainage,ZFDC,ZFDCDrainage2,-1591.06
S94-02,S94-02 - THS Drainage,DA07/0589,460141,ZFRI,ZFRInfrastructure,121920,0.6923,HA (Drainage),,,,,,,HA (Drainage),0.6923,Expired,64020,Drainage,,,
S94-02,S94-02 - THS Drainage,DA07/0944,465027,ZFRI,ZFRInfrastructure,1630.68,0.0926,HA (Drainage),,,,,,,HA (Drainage),0.0926,Expired,28018,Drainage,,,
S94-02,S94-02 - THS Drainage,DA08/1128,484923,ZFRI,ZFRInfrastructure,3714.2,0.1323,HA (Drainage),,,,,,,HA (Drainage),0.1323,Expired,44079,Drainage,,,
S94-02,S94-02 - THS Drainage,DA14/0904,648403,ZFRI,ZFRInfrastructure,322152.05,2.533,HA (Drainage),,,,,,,HA (Drainage),2.533,Expired,2918,Drainage,,,
S94-02,S94-02 - THS Drainage,DA15/0175,657094,ZFRI,ZFRInfrastructure,3650,0.26,HA (Drainage),,,,,,,HA (Drainage),0.26,Expired,41355,Drainage,ZFDC,ZFDCDrainage2,-3649.62
S94-02,S94-02 - THS Drainage,DA16/0526,709392,ZFRI,ZFRInfrastructure,9687.99,0.1996,HA (Drainage),,,,,,,HA (Drainage),0.1996,Active,28018,Drainage,ZFDC,ZFDCDrainage2,-3229.33
S94-02,S94-02 - THS Drainage,DA17/0658,755996,ZFRI,ZFRInfrastructure,1148.71,0.071,HA (Drainage),,,,,,,HA (Drainage),0.071,Active,17005,Drainage,,,
S94-02,S94-02 - THS Drainage,DA18/0255,773651,ZFRI,ZFRInfrastructure,58.24,0.0036,HA (Drainage),,,,,,,HA (Drainage),0.0036,Active,26368,Drainage,ZFDC,ZFDCDrainage2,-58.24
S94-02,S94-02 - THS Drainage,DA18/0527,783447,ZFRI,ZFRInfrastructure,621.27,0.0384,HA (Drainage),,,,,,,HA (Drainage),0.0384,Active,77300,Drainage,ZFDC,ZFDCDrainage2,-621.27
S94-02,S94-02 - THS Drainage,DA19/0635,829863,ZFRI,ZFRInfrastructure,404.7,0.0237,HA (Drainage),,,,,,,HA (Drainage),0.0237,Active,27235,Drainage,,,
S94-02,S94-02 - THS Drainage,K99/0165,355691,ZFRI,ZFRInfrastructure,0,3.238,HA (Drainage),,,,,,,HA (Drainage),3.238,Expired,50589,Drainage,,,
S94-02,S94-02 - THS Drainage,K99/1815,356052,ZFRI,ZFRInfrastructure,56192,3.190914,HA (Drainage),,,,,,,HA (Drainage),3.190914,Expired,49928,Drainage,ZFDC,ZFDCDrainage2,0
S94-02,S94-02 - THS Drainage,S93/0039,358441,ZFRI,ZFRInfrastructure,35836.37,4.07,HA (Drainage),,,,,,,HA (Drainage),4.07,Expired,49386,Drainage,ZFDC,ZFDCDrainage2,-35836.37
S94-02,S94-02 - THS Drainage,S95/0005,358845,ZFRI,ZFRInfrastructure,601821.75,4.42,HA (Drainage),,,,,,,HA (Drainage),4.42,Expired,48647,Drainage,,,
S94-03,S94-03 - Community Facilities,0066/2001S96,314275,ZFRI,ZFRInfrastructure,3075.6,6,ET (CommFac),ET (CommFac),6,,,,,,,Expired,49411,,ZFDC,ZFDCCommFac3,-3075.6
S94-03,S94-03 - Community Facilities,0111/2002DA,311744,ZFRI,ZFRInfrastructure,512.6,1,ET (CommFac),ET (CommFac),1,,,,,,,Expired,51169,,ZFDC,ZFDCCommFac3,-512.6
S94-03,S94-03 - Community Facilities,0140/2002DA,311516,ZFRI,ZFRInfrastructure,512.6,1,ET (CommFac),ET (CommFac),1,,,,,,,Expired,42928,,ZFDC,ZFDCCommFac3,-512.6
S94-03,S94-03 - Community Facilities,0161/2002DA,311507,ZFRI,ZFRInfrastructure,512.6,1,ET (CommFac),ET (CommFac),1,,,,,,,Expired,42927,,ZFDC,ZFDCCommFac3,-512.6
S94-03,S94-03 - Community Facilities,0175/2002DA,311603,ZFRI,ZFRInfrastructure,512.6,1,ET (CommFac),ET (CommFac),1,,,,,,,Expired,42929,,ZFDC,ZFDCCommFac3,-512.6
S94-03,S94-03 - Community Facilities,0176/2001DA,310044,ZFRI,ZFRInfrastructure,512.6,1,ET (CommFac),ET (CommFac),1,,,,,,,Expired,34289,,ZFDC,ZFDCCommFac3,-512.6
S94-03,S94-03 - Community Facilities,0185/2001DA,310003,ZFRI,ZFRInfrastructure,1025.2,2,ET (CommFac),ET (CommFac),2,,,,,,,Expired,42677,,ZFDC,ZFDCCommFac3,-1025.2
S94-03,S94-03 - Community Facilities,0570/2000DA,311374,ZFRI,ZFRInfrastructure,512.6,1,ET (CommFac),ET (CommFac),1,,,,,,,Expired,16996,,ZFDC,ZFDCCommFac3,-512.6
