PLAN,DESCRIPTION,APPLICATION_REFERENCE,APPLICATION_NO,chargeAcPrefix,chargeAc,chargeAmount,VALUEFIRST,VALUEFIRST_LABEL,VALUE1_LABEL,VALUE1,VALUE2_LABEL,VALUE2,VALUE3_LABEL,VALUE3,VALUE4_LABEL,VALUE4,LikelyExpired,PROPERTY_NO,Purpose,transAcPrefix,transAc,transAmount
S94-12,S94-12 - Bus Shelters,DA07/1329,469595,ZFRI,ZFRInfrastructure,352,13.5388,ET (BusShelter),ET (BusShelter),13.5388,,,,,,,Expired,12483,,,,
S94-12,S94-12 - Bus Shelters,DA08/0015,470985,ZFRI,ZFRInfrastructure,26,1,ET (BusShelter),ET (BusShelter),1,,,,,,,Expired,9302,,,,
S94-12,S94-12 - Bus Shelters,DA08/0107,472452,ZFRI,ZFRInfrastructure,118,4.5386,ET (BusShelter),ET (BusShelter),4.5386,,,,,,,Expired,14559,,,,
S94-12,S94-12 - Bus Shelters,DA08/0138,472963,ZFRI,ZFRInfrastructure,11772,44.3858,ET (BusShelter),ET (BusShelter),44.3858,,,,,,,Expired,14161,,ZFDC,ZFDCOver10ET,-3041
S94-12,S94-12 - Bus Shelters,DA08/0145,473103,ZFRI,ZFRInfrastructure,1652,13.7696,ET (BusShelter),ET (BusShelter),13.7696,,,,,,,Expired,105977,,ZFDC,ZFDCOver10ET,-826
S94-12,S94-12 - Bus Shelters,DA08/0159,473281,ZFRI,ZFRInfrastructure,0,4,ET (BusShelter),ET (BusShelter),4,,,,,,,Expired,41955,,,,
S94-12,S94-12 - Bus Shelters,DA08/0201,473880,ZFRI,ZFRInfrastructure,708,27.2316,ET (BusShelter),ET (BusShelter),27.2316,,,,,,,Expired,4950,,,,
S94-12,S94-12 - Bus Shelters,DA08/0323,475230,ZFRI,ZFRInfrastructure,140,5.3848,ET (BusShelter),ET (BusShelter),5.3848,,,,,,,Expired,14532,,ZFDC,ZFDCOver10ET,-140
S94-12,S94-12 - Bus Shelters,DA08/0432,476466,ZFRI,ZFRInfrastructure,210,1.75,ET (BusShelter),ET (BusShelter),1.75,,,,,,,Expired,13276,,,,
S94-12,S94-12 - Bus Shelters,DA08/0435,476471,ZFRI,ZFRInfrastructure,280,4.6664,ET (BusShelter),ET (BusShelter),4.6664,,,,,,,Expired,13242,,,,
S94-12,S94-12 - Bus Shelters,DA08/0436,476472,ZFRI,ZFRInfrastructure,600,5,ET (BusShelter),ET (BusShelter),5,,,,,,,Expired,41654,,ZFDC,ZFDCOver10ET,-320
S94-12,S94-12 - Bus Shelters,DA08/0450,476577,ZFRI,ZFRInfrastructure,468,18,ET (BusShelter),ET (BusShelter),18,,,,,,,Expired,103313,,ZFDC,ZFDCOver10ET,-468
S94-12,S94-12 - Bus Shelters,DA08/0573,478292,ZFRI,ZFRInfrastructure,354,13.6158,ET (BusShelter),ET (BusShelter),13.6158,,,,,,,Expired,14169,,,,
S94-12,S94-12 - Bus Shelters,DA08/0611,478766,ZFRI,ZFRInfrastructure,112,4.3078,ET (BusShelter),ET (BusShelter),4.3078,,,,,,,Expired,38869,,ZFDC,ZFDCOver10ET,-112
S94-12,S94-12 - Bus Shelters,DA08/0755,479840,ZFRI,ZFRInfrastructure,360,6,ET (BusShelter),ET (BusShelter),6,,,,,,,Expired,79440,,ZFDC,ZFDCOver10ET,-360
S94-12,S94-12 - Bus Shelters,DA08/0784,479971,ZFRI,ZFRInfrastructure,16,0.6154,ET (BusShelter),ET (BusShelter),0.6154,,,,,,,Expired,2342,,ZFDC,ZFDCOver10ET,-16
S94-12,S94-12 - Bus Shelters,DA08/0879,480381,ZFRI,ZFRInfrastructure,28,1.077,ET (BusShelter),ET (BusShelter),1.077,,,,,,,Expired,3427,,,,
S94-12,S94-12 - Bus Shelters,DA08/0907,480963,ZFRI,ZFRInfrastructure,560,21.539,ET (BusShelter),ET (BusShelter),21.539,,,,,,,Expired,104811,,ZFDC,ZFDCOver10ET,-560
S94-12,S94-12 - Bus Shelters,DA08/0911,481021,ZFRI,ZFRInfrastructure,3264,17,ET (BusShelter),ET (BusShelter),17,,,,,,,Expired,90140,,ZFDC,ZFDCOver10ET,-1088
S94-12,S94-12 - Bus Shelters,DA08/0976,482400,ZFRI,ZFRInfrastructure,26,1,ET (BusShelter),ET (BusShelter),1,,,,,,,Expired,2219,,ZFDC,ZFDCOver10ET,-26
S94-12,S94-12 - Bus Shelters,DA08/0984,482496,ZFRI,ZFRInfrastructure,422,16.2312,ET (BusShelter),ET (BusShelter),16.2312,,,,,,,Expired,18993,,ZFDC,ZFDCOver10ET,-422
S94-12,S94-12 - Bus Shelters,DA08/1024,483310,ZFRI,ZFRInfrastructure,1505,25.085,ET (BusShelter),ET (BusShelter),25.085,,,,,,,Expired,1875,,,,
S94-12,S94-12 - Bus Shelters,DA08/1044,483534,ZFRI,ZFRInfrastructure,6,0.2308,ET (BusShelter),ET (BusShelter),0.2308,,,,,,,Expired,105350,,ZFDC,ZFDCOver10ET,-6
S94-12,S94-12 - Bus Shelters,DA08/1062,483752,ZFRI,ZFRInfrastructure,236,4.5386,ET (BusShelter),ET (BusShelter),4.5386,,,,,,,Expired,10059,,ZFDC,ZFDCOver10ET,-118
S94-12,S94-12 - Bus Shelters,DA08/1128,484923,ZFRI,ZFRInfrastructure,256,2,ET (BusShelter),ET (BusShelter),2,,,,,,,Expired,44079,,,,
S94-12,S94-12 - Bus Shelters,DA08/1141,485111,ZFRI,ZFRInfrastructure,216,36,ET (BusShelter),ET (BusShelter),36,,,,,,,Expired,101357,,ZFDC,ZFDCOver10ET,-2232
S94-12,S94-12 - Bus Shelters,DA08/1192,485932,ZFRI,ZFRInfrastructure,1742,13,ET (BusShelter),ET (BusShelter),13,,,,,,,Expired,102565,,ZFDC,ZFDCOver10ET,-871
S94-12,S94-12 - Bus Shelters,DA08/1205,486067,ZFRI,ZFRInfrastructure,45,0.75,ET (BusShelter),ET (BusShelter),0.75,,,,,,,Expired,39604,,,,
S94-12,S94-12 - Bus Shelters,DA08/1225,486310,ZFRI,ZFRInfrastructure,30960,119.08,ET (BusShelter),ET (BusShelter),119.08,,,,,,,Expired,13261,,,,
S94-12,S94-12 - Bus Shelters,DA09/0048,487859,ZFRI,ZFRInfrastructure,1248,1,ET (BusShelter),ET (BusShelter),1,,,,,,,Expired,52520,,,,
S94-12,S94-12 - Bus Shelters,DA09/0257,491629,ZFRI,ZFRInfrastructure,744,4,ET (BusShelter),ET (BusShelter),4,,,,,,,Expired,41601,,,,
S94-12,S94-12 - Bus Shelters,DA09/0260,491653,ZFRI,ZFRInfrastructure,262,10.0772,ET (BusShelter),ET (BusShelter),10.0772,,,,,,,Expired,44288,,,,
S94-12,S94-12 - Bus Shelters,DA09/0288,492131,ZFRI,ZFRInfrastructure,1026,19,ET (BusShelter),ET (BusShelter),19,,,,,,,Expired,102808,,,,
S94-12,S94-12 - Bus Shelters,DA09/0316,492630,ZFRI,ZFRInfrastructure,669,3.375,ET (BusShelter),ET (BusShelter),3.375,,,,,,,Expired,8505,,ZFDC,ZFDCOver10ET,-223
S94-12,S94-12 - Bus Shelters,DA09/0371,493455,ZFRI,ZFRInfrastructure,60,1,ET (BusShelter),ET (BusShelter),1,,,,,,,Expired,20202,,,,
S94-12,S94-12 - Bus Shelters,DA09/0527,496081,ZFRI,ZFRInfrastructure,20629.44,8,ET (BusShelter),ET (BusShelter),8,,,,,,,Active,34595,,,,
S94-12,S94-12 - Bus Shelters,DA09/0566,496742,ZFRI,ZFRInfrastructure,60,1,ET (BusShelter),ET (BusShelter),1,,,,,,,Expired,4458,,ZFDC,ZFDCOver10ET,-60
S94-12,S94-12 - Bus Shelters,DA09/0649,498369,ZFRI,ZFRInfrastructure,128,2.125,ET (BusShelter),ET (BusShelter),2.125,,,,,,,Expired,5683,,,,
S94-12,S94-12 - Bus Shelters,DA09/0661,498549,ZFRI,ZFRInfrastructure,174592,169,ET (BusShelter),ET (BusShelter),169,,,,,,,Expired,94020,,ZFDC,ZFDCOver10ET,-11264
S94-12,S94-12 - Bus Shelters,DA09/0684,498866,ZFRI,ZFRInfrastructure,60,1,ET (BusShelter),ET (BusShelter),1,,,,,,,Expired,3100,,ZFDC,ZFDCOver10ET,-60
S94-12,S94-12 - Bus Shelters,DA09/0685,498906,ZFRI,ZFRInfrastructure,50.4,1,ET (BusShelter),ET (BusShelter),1,,,,,,,Expired,64510,,ZFDC,ZFDCOver10ET,-50.4
S94-12,S94-12 - Bus Shelters,DA09/0696,499011,ZFRI,ZFRInfrastructure,45,0.75,ET (BusShelter),ET (BusShelter),0.75,,,,,,,Expired,106199,,ZFDC,ZFDCOver10ET,-45
S94-12,S94-12 - Bus Shelters,DA09/0701,499092,ZFRI,ZFRInfrastructure,2444481,26,ET (BusShelter),ET (BusShelter),26,,,,,,,Active,88880,,ZFDC,ZFDCOver10ET,-94077
S94-12,S94-12 - Bus Shelters,DA09/0711,499314,ZFRI,ZFRInfrastructure,625,10.4167,ET (BusShelter),ET (BusShelter),10.4167,,,,,,,Expired,13265,,,,
S94-12,S94-12 - Bus Shelters,DA09/0725,499626,ZFRI,ZFRInfrastructure,60,1,ET (BusShelter),ET (BusShelter),1,,,,,,,Expired,106210,,ZFDC,ZFDCOver10ET,-60
S94-12,S94-12 - Bus Shelters,DA09/0731,499688,ZFRI,ZFRInfrastructure,10,0.1666,ET (BusShelter),ET (BusShelter),0.1666,,,,,,,Expired,2104,,ZFDC,ZFDCOver10ET,-10
S94-12,S94-12 - Bus Shelters,DA09/0741,499885,ZFRI,ZFRInfrastructure,60,1,ET (BusShelter),ET (BusShelter),1,,,,,,,Expired,104321,,ZFDC,ZFDCOver10ET,-60
S94-12,S94-12 - Bus Shelters,DA09/0742,499891,ZFRI,ZFRInfrastructure,53,0.8833,ET (BusShelter),ET (BusShelter),0.8833,,,,,,,Expired,24745,,ZFDC,ZFDCOver10ET,-53
S94-12,S94-12 - Bus Shelters,DA09/0751,500024,ZFRI,ZFRInfrastructure,60,1,ET (BusShelter),ET (BusShelter),1,,,,,,,Expired,10798,,,,
S94-12,S94-12 - Bus Shelters,DA09/0759,500068,ZFRI,ZFRInfrastructure,198,1,ET (BusShelter),ET (BusShelter),1,,,,,,,Expired,75260,,ZFDC,ZFDCOver10ET,-66
S94-12,S94-12 - Bus Shelters,DA09/0801,500880,ZFRI,ZFRInfrastructure,53,0.875,ET (BusShelter),ET (BusShelter),0.875,,,,,,,Expired,106188,,ZFDC,ZFDCOver10ET,-53
S94-12,S94-12 - Bus Shelters,DA09/0811,501033,ZFRI,ZFRInfrastructure,53,0.875,ET (BusShelter),ET (BusShelter),0.875,,,,,,,Expired,106191,,ZFDC,ZFDCOver10ET,-53
S94-12,S94-12 - Bus Shelters,DA09/0816,501098,ZFRI,ZFRInfrastructure,120,1,ET (BusShelter),ET (BusShelter),1,,,,,,,Expired,43433,,,,
S94-12,S94-12 - Bus Shelters,DA09/0820,501166,ZFRI,ZFRInfrastructure,201,1,ET (BusShelter),ET (BusShelter),1,,,,,,,Expired,106360,,ZFDC,ZFDCOver10ET,-67
S94-12,S94-12 - Bus Shelters,DA09/0822,501168,ZFRI,ZFRInfrastructure,120,1,ET (BusShelter),ET (BusShelter),1,,,,,,,Expired,43432,,,,
S94-12,S94-12 - Bus Shelters,DA09/0827,501202,ZFRI,ZFRInfrastructure,2325,37.5,ET (BusShelter),ET (BusShelter),37.5,,,,,,,Expired,11294,,,,
S94-12,S94-12 - Bus Shelters,DA09/0830,501217,ZFRI,ZFRInfrastructure,3748,15.616,ET (BusShelter),ET (BusShelter),15.616,,,,,,,Expired,21975,,,,
S94-12,S94-12 - Bus Shelters,DA10/0010,501671,ZFRI,ZFRInfrastructure,45,0.75,ET (BusShelter),ET (BusShelter),0.75,,,,,,,Expired,106209,,ZFDC,ZFDCOver10ET,-45
S94-12,S94-12 - Bus Shelters,DA10/0011,501719,ZFRI,ZFRInfrastructure,60,1,ET (BusShelter),ET (BusShelter),1,,,,,,,Expired,13378,,ZFDC,ZFDCOver10ET,-60
S94-12,S94-12 - Bus Shelters,DA10/0017,501876,ZFRI,ZFRInfrastructure,45,0.75,ET (BusShelter),ET (BusShelter),0.75,,,,,,,Expired,105569,,ZFDC,ZFDCOver10ET,-45
S94-12,S94-12 - Bus Shelters,DA10/0018,501899,ZFRI,ZFRInfrastructure,60,1,ET (BusShelter),ET (BusShelter),1,,,,,,,Expired,75600,,ZFDC,ZFDCOver10ET,-60
S94-12,S94-12 - Bus Shelters,DA10/0024,502128,ZFRI,ZFRInfrastructure,45,0.75,ET (BusShelter),ET (BusShelter),0.75,,,,,,,Expired,36910,,ZFDC,ZFDCOver10ET,-45
S94-12,S94-12 - Bus Shelters,DA10/0028,502260,ZFRI,ZFRInfrastructure,127,2.1249,ET (BusShelter),ET (BusShelter),2.1249,,,,,,,Expired,15176,,,,
S94-12,S94-12 - Bus Shelters,DA10/0051,502831,ZFRI,ZFRInfrastructure,45,0.75,ET (BusShelter),ET (BusShelter),0.75,,,,,,,Expired,106192,,ZFDC,ZFDCOver10ET,-45
S94-12,S94-12 - Bus Shelters,DA10/0053,502852,ZFRI,ZFRInfrastructure,412.8,1.9,ET (BusShelter),ET (BusShelter),1.9,,,,,,,Expired,40640,,ZFDC,ZFDCOver10ET,-50.22
S94-12,S94-12 - Bus Shelters,DA10/0056,502906,ZFRI,ZFRInfrastructure,45,0.75,ET (BusShelter),ET (BusShelter),0.75,,,,,,,Expired,106184,,ZFDC,ZFDCOver10ET,-45
S94-12,S94-12 - Bus Shelters,DA10/0083,503506,ZFRI,ZFRInfrastructure,132,0.7083,ET (BusShelter),ET (BusShelter),0.7083,,,,,,,Expired,31320,,,,
S94-12,S94-12 - Bus Shelters,DA10/0098,503664,ZFRI,ZFRInfrastructure,45,0.75,ET (BusShelter),ET (BusShelter),0.75,,,,,,,Expired,106307,,ZFDC,ZFDCOver10ET,-45
S94-12,S94-12 - Bus Shelters,DA10/0106,503833,ZFRI,ZFRInfrastructure,464,1.75,ET (BusShelter),ET (BusShelter),1.75,,,,,,,Expired,20443,,ZFDC,ZFDCOver10ET,-116
S94-12,S94-12 - Bus Shelters,DA10/0131,504252,ZFRI,ZFRInfrastructure,45,0.75,ET (BusShelter),ET (BusShelter),0.75,,,,,,,Expired,106183,,ZFDC,ZFDCOver10ET,-45
S94-12,S94-12 - Bus Shelters,DA10/0135,504321,ZFRI,ZFRInfrastructure,10,0.1667,ET (BusShelter),ET (BusShelter),0.1667,,,,,,,Expired,18103,,ZFDC,ZFDCOver10ET,-10
S94-12,S94-12 - Bus Shelters,DA10/0136,504327,ZFRI,ZFRInfrastructure,45,0.75,ET (BusShelter),ET (BusShelter),0.75,,,,,,,Expired,106193,,ZFDC,ZFDCOver10ET,-45
S94-12,S94-12 - Bus Shelters,DA10/0160,504654,ZFRI,ZFRInfrastructure,1470,24.5013,ET (BusShelter),ET (BusShelter),24.5013,,,,,,,Expired,16647,,,,
S94-12,S94-12 - Bus Shelters,DA10/0170,504793,ZFRI,ZFRInfrastructure,60,1,ET (BusShelter),ET (BusShelter),1,,,,,,,Expired,24985,,,,
S94-12,S94-12 - Bus Shelters,DA10/0178,505020,ZFRI,ZFRInfrastructure,45,0.75,ET (BusShelter),ET (BusShelter),0.75,,,,,,,Expired,78680,,,,
S94-12,S94-12 - Bus Shelters,DA10/0222,505614,ZFRI,ZFRInfrastructure,6395.4,51,ET (BusShelter),ET (BusShelter),51,,,,,,,Expired,108168,,ZFDC,ZFDCOver10ET,-11452
S94-12,S94-12 - Bus Shelters,DA10/0239,505854,ZFRI,ZFRInfrastructure,1320,11,ET (BusShelter),ET (BusShelter),11,,,,,,,Expired,85730,,ZFDC,ZFDCOver10ET,-737
S94-12,S94-12 - Bus Shelters,DA10/0245,505959,ZFRI,ZFRInfrastructure,45,0.75,ET (BusShelter),ET (BusShelter),0.75,,,,,,,Expired,104371,,ZFDC,ZFDCOver10ET,-45
S94-12,S94-12 - Bus Shelters,DA10/0255,506098,ZFRI,ZFRInfrastructure,1680,7,ET (BusShelter),ET (BusShelter),7,,,,,,,Expired,52520,,,,
S94-12,S94-12 - Bus Shelters,DA10/0261,506250,ZFRI,ZFRInfrastructure,60,1,ET (BusShelter),ET (BusShelter),1,,,,,,,Expired,106473,,ZFDC,ZFDCOver10ET,-60
S94-12,S94-12 - Bus Shelters,DA10/0283,506607,ZFRI,ZFRInfrastructure,840,7,ET (BusShelter),ET (BusShelter),7,,,,,,,Expired,79590,,ZFDC,ZFDCOver10ET,-434
S94-12,S94-12 - Bus Shelters,DA10/0284,506615,ZFRI,ZFRInfrastructure,220,4.4,ET (BusShelter),ET (BusShelter),4.4,,,,,,,Expired,18611,,,,
S94-12,S94-12 - Bus Shelters,DA10/0285,506616,ZFRI,ZFRInfrastructure,10,0.1667,ET (BusShelter),ET (BusShelter),0.1667,,,,,,,Expired,105008,,ZFDC,ZFDCOver10ET,-10
S94-12,S94-12 - Bus Shelters,DA10/0296,506757,ZFRI,ZFRInfrastructure,1242,9.7083,ET (BusShelter),ET (BusShelter),9.7083,,,,,,,Expired,42454,,ZFDC,ZFDCOver10ET,-621
S94-12,S94-12 - Bus Shelters,DA10/0307,506921,ZFRI,ZFRInfrastructure,98,1.625,ET (BusShelter),ET (BusShelter),1.625,,,,,,,Expired,106278,,ZFDC,ZFDCOver10ET,-98
S94-12,S94-12 - Bus Shelters,DA10/0325,507307,ZFRI,ZFRInfrastructure,180,0.75,ET (BusShelter),ET (BusShelter),0.75,,,,,,,Expired,104373,,ZFDC,ZFDCOver10ET,-47
S94-12,S94-12 - Bus Shelters,DA10/0341,507501,ZFRI,ZFRInfrastructure,60,1,ET (BusShelter),ET (BusShelter),1,,,,,,,Expired,3557,,,,
S94-12,S94-12 - Bus Shelters,DA10/0378,508407,ZFRI,ZFRInfrastructure,94,0.75,ET (BusShelter),ET (BusShelter),0.75,,,,,,,Expired,106208,,ZFDC,ZFDCOver10ET,-47
S94-12,S94-12 - Bus Shelters,DA10/0390,508626,ZFRI,ZFRInfrastructure,6,0.0417,ET (BusShelter),ET (BusShelter),0.0417,,,,,,,Expired,11851,,ZFDC,ZFDCOver10ET,0
S94-12,S94-12 - Bus Shelters,DA10/0392,508642,ZFRI,ZFRInfrastructure,53,0.875,ET (BusShelter),ET (BusShelter),0.875,,,,,,,Expired,106535,,ZFDC,ZFDCOver10ET,-53
S94-12,S94-12 - Bus Shelters,DA10/0458,509555,ZFRI,ZFRInfrastructure,53,0.875,ET (BusShelter),ET (BusShelter),0.875,,,,,,,Expired,106242,,ZFDC,ZFDCOver10ET,-53
S94-12,S94-12 - Bus Shelters,DA10/0470,509878,ZFRI,ZFRInfrastructure,90,0.75,ET (BusShelter),ET (BusShelter),0.75,,,,,,,Expired,106185,,,,
S94-12,S94-12 - Bus Shelters,DA10/0482,510011,ZFRI,ZFRInfrastructure,3465,11.9583,ET (BusShelter),ET (BusShelter),11.9583,,,,,,,Expired,4961,,ZFDC,ZFDCOver10ET,-693
S94-12,S94-12 - Bus Shelters,DA10/0498,510381,ZFRI,ZFRInfrastructure,323.76,1,ET (BusShelter),ET (BusShelter),1,,,,,,,Expired,17113,,ZFDC,ZFDCOver10ET,-53.96
S94-12,S94-12 - Bus Shelters,DA10/0505,510438,ZFRI,ZFRInfrastructure,118.8,2,ET (BusShelter),ET (BusShelter),2,,,,,,,Expired,14725,,,,
S94-12,S94-12 - Bus Shelters,DA10/0566,529189,ZFRI,ZFRInfrastructure,45,0.75,ET (BusShelter),ET (BusShelter),0.75,,,,,,,Expired,36911,,ZFDC,ZFDCOver10ET,-45
S94-12,S94-12 - Bus Shelters,DA10/0607,529842,ZFRI,ZFRInfrastructure,144,0.75,ET (BusShelter),ET (BusShelter),0.75,,,,,,,Expired,106186,,ZFDC,ZFDCOver10ET,-48
S94-12,S94-12 - Bus Shelters,DA10/0626,530207,ZFRI,ZFRInfrastructure,60,1,ET (BusShelter),ET (BusShelter),1,,,,,,,Expired,12904,,,,
S94-12,S94-12 - Bus Shelters,DA10/0636,530297,ZFRI,ZFRInfrastructure,87,1.458,ET (BusShelter),ET (BusShelter),1.458,,,,,,,Expired,10279,,,,
S94-12,S94-12 - Bus Shelters,DA10/0653,530589,ZFRI,ZFRInfrastructure,201,1,ET (BusShelter),ET (BusShelter),1,,,,,,,Expired,105920,,ZFDC,ZFDCOver10ET,-67
S94-12,S94-12 - Bus Shelters,DA10/0666,530885,ZFRI,ZFRInfrastructure,213,1,ET (BusShelter),ET (BusShelter),1,,,,,,,Expired,101398,,,,
S94-12,S94-12 - Bus Shelters,DA10/0800,534498,ZFRI,ZFRInfrastructure,895328,499.625,ET (BusShelter),ET (BusShelter),499.625,,,,,,,Expired,11800,,,,
S94-12,S94-12 - Bus Shelters,DA10/0801,534506,ZFRI,ZFRInfrastructure,622220,518.5396,ET (BusShelter),ET (BusShelter),518.5396,,,,,,,Expired,11800,,,,
S94-12,S94-12 - Bus Shelters,DA10/0809,534596,ZFRI,ZFRInfrastructure,116,1.75,ET (BusShelter),ET (BusShelter),1.75,,,,,,,Expired,8392,,ZFDC,ZFDCOver10ET,-116
S94-12,S94-12 - Bus Shelters,DA10/0821,534959,ZFRI,ZFRInfrastructure,60,1,ET (BusShelter),ET (BusShelter),1,,,,,,,Expired,79770,,ZFDC,ZFDCOver10ET,-60
S94-12,S94-12 - Bus Shelters,DA10/0845,535381,ZFRI,ZFRInfrastructure,45,0.75,ET (BusShelter),ET (BusShelter),0.75,,,,,,,Expired,106536,,ZFDC,ZFDCOver10ET,-45
S94-12,S94-12 - Bus Shelters,DA10/0849,535402,ZFRI,ZFRInfrastructure,42,0.7083,ET (BusShelter),ET (BusShelter),0.7083,,,,,,,Expired,10999,,ZFDC,ZFDCOver10ET,-42
S94-12,S94-12 - Bus Shelters,DA10/0851,535494,ZFRI,ZFRInfrastructure,8,0.125,ET (BusShelter),ET (BusShelter),0.125,,,,,,,Expired,18753,,,,
S94-12,S94-12 - Bus Shelters,DA11/0015,536337,ZFRI,ZFRInfrastructure,10,0.167,ET (BusShelter),ET (BusShelter),0.167,,,,,,,Expired,16669,,ZFDC,ZFDCOver10ET,-10
S94-12,S94-12 - Bus Shelters,DA11/0030,536966,ZFRI,ZFRInfrastructure,108,2,ET (BusShelter),ET (BusShelter),2,,,,,,,Expired,39927,,,,
S94-12,S94-12 - Bus Shelters,DA11/0139,540023,ZFRI,ZFRInfrastructure,45,0.75,ET (BusShelter),ET (BusShelter),0.75,,,,,,,Expired,12657,,ZFDC,ZFDCOver10ET,-45
S94-12,S94-12 - Bus Shelters,DA11/0156,540453,ZFRI,ZFRInfrastructure,10,0.1667,ET (BusShelter),ET (BusShelter),0.1667,,,,,,,Expired,677,,ZFDC,ZFDCOver10ET,-10
S94-12,S94-12 - Bus Shelters,DA11/0202,541993,ZFRI,ZFRInfrastructure,96,0.75,ET (BusShelter),ET (BusShelter),0.75,,,,,,,Expired,314,,,,
S94-12,S94-12 - Bus Shelters,DA11/0205,542033,ZFRI,ZFRInfrastructure,1000,6.875,ET (BusShelter),ET (BusShelter),6.875,,,,,,,Expired,4962,,,,
S94-12,S94-12 - Bus Shelters,DA11/0216,542486,ZFRI,ZFRInfrastructure,491.04,1,ET (BusShelter),ET (BusShelter),1,,,,,,,Expired,108212,,ZFDC,ZFDCOver10ET,-1661.62
S94-12,S94-12 - Bus Shelters,DA11/0229,542685,ZFRI,ZFRInfrastructure,316,2.625,ET (BusShelter),ET (BusShelter),2.625,,,,,,,Expired,35728,,ZFDC,ZFDCOver10ET,-173
S94-12,S94-12 - Bus Shelters,DA11/0230,542701,ZFRI,ZFRInfrastructure,5472,6,ET (BusShelter),ET (BusShelter),6,,,,,,,Expired,2458,,,,
S94-12,S94-12 - Bus Shelters,DA11/0269,543593,ZFRI,ZFRInfrastructure,420,7,ET (BusShelter),ET (BusShelter),7,,,,,,,Expired,44288,,ZFDC,ZFDCOver10ET,-420
S94-12,S94-12 - Bus Shelters,DA11/0292,544125,ZFRI,ZFRInfrastructure,474,3.9581,ET (BusShelter),ET (BusShelter),3.9581,,,,,,,Expired,6493,,,,
S94-12,S94-12 - Bus Shelters,DA11/0304,544551,ZFRI,ZFRInfrastructure,4966,41.375,ET (BusShelter),ET (BusShelter),41.375,,,,,,,Expired,14169,,,,
S94-12,S94-12 - Bus Shelters,DA11/0373,546474,ZFRI,ZFRInfrastructure,90,0.75,ET (BusShelter),ET (BusShelter),0.75,,,,,,,Expired,107274,,ZFDC,ZFDCOver10ET,-48
S94-12,S94-12 - Bus Shelters,DA11/0416,547923,ZFRI,ZFRInfrastructure,60,1,ET (BusShelter),ET (BusShelter),1,,,,,,,Expired,27956,,ZFDC,ZFDCOver10ET,-60
S94-12,S94-12 - Bus Shelters,DA11/0417,548008,ZFRI,ZFRInfrastructure,45,0.75,ET (BusShelter),ET (BusShelter),0.75,,,,,,,Expired,44049,,,,
S94-12,S94-12 - Bus Shelters,DA11/0444,548947,ZFRI,ZFRInfrastructure,91520,65,ET (BusShelter),ET (BusShelter),65,,,,,,,Expired,106261,,ZFDC,ZFDCOver10ET,-4160
S94-12,S94-12 - Bus Shelters,DA11/0457,549418,ZFRI,ZFRInfrastructure,44.1,0.75,ET (BusShelter),ET (BusShelter),0.75,,,,,,,Expired,106547,,,,
S94-12,S94-12 - Bus Shelters,DA11/0481,550104,ZFRI,ZFRInfrastructure,45,0.75,ET (BusShelter),ET (BusShelter),0.75,,,,,,,Expired,106605,,,,
S94-12,S94-12 - Bus Shelters,DA11/0518,551349,ZFRI,ZFRInfrastructure,975,16.251,ET (BusShelter),ET (BusShelter),16.251,,,,,,,Expired,1463,,ZFDC,ZFDCOver10ET,-975
S94-12,S94-12 - Bus Shelters,DA11/0527,551653,ZFRI,ZFRInfrastructure,47,0.75,ET (BusShelter),ET (BusShelter),0.75,,,,,,,Expired,105015,,ZFDC,ZFDCOver10ET,-47
S94-12,S94-12 - Bus Shelters,DA11/0582,553467,ZFRI,ZFRInfrastructure,3387,54.6259,ET (BusShelter),ET (BusShelter),54.6259,,,,,,,Expired,29195,,,,
S94-12,S94-12 - Bus Shelters,DA11/0590,553757,ZFRI,ZFRInfrastructure,45,0.75,ET (BusShelter),ET (BusShelter),0.75,,,,,,,Expired,107305,,ZFDC,ZFDCOver10ET,-45
S94-12,S94-12 - Bus Shelters,DA12/0026,556361,ZFRI,ZFRInfrastructure,256,2,ET (BusShelter),ET (BusShelter),2,,,,,,,Expired,105870,,ZFDC,ZFDCOver10ET,-128
S94-12,S94-12 - Bus Shelters,DA12/0067,558849,ZFRI,ZFRInfrastructure,85.56,2,ET (BusShelter),ET (BusShelter),2,,,,,,,Expired,39927,,ZFDC,ZFDCOver10ET,-85.56
S94-12,S94-12 - Bus Shelters,DA12/0070,558939,ZFRI,ZFRInfrastructure,53,0.875,ET (BusShelter),ET (BusShelter),0.875,,,,,,,Expired,10658,,ZFDC,ZFDCOver10ET,-53
S94-12,S94-12 - Bus Shelters,DA12/0104,560860,ZFRI,ZFRInfrastructure,1085,2.5,ET (BusShelter),ET (BusShelter),2.5,,,,,,,Expired,8504,,ZFDC,ZFDCOver10ET,-174
S94-12,S94-12 - Bus Shelters,DA12/0111,561212,ZFRI,ZFRInfrastructure,10,0.1667,ET (BusShelter),ET (BusShelter),0.1667,,,,,,,Expired,24417,,ZFDC,ZFDCOver10ET,-10
S94-12,S94-12 - Bus Shelters,DA12/0172,563355,ZFRI,ZFRInfrastructure,34,0.5416,ET (BusShelter),ET (BusShelter),0.5416,,,,,,,Expired,31299,,ZFDC,ZFDCOver10ET,-34
