Ledger,Account,Plan,Activity,Sector,Month Num,Month Text,Month,Fiscal Month,Date,Doc Type,Amount,DataDate,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,9,Sep,03-Sep,3,18/09/2007,$RECEIPT,-253,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,10,Oct,04-Oct,4,09/10/2007,$RECEIPT,-43997.09,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,10,Oct,04-Oct,4,15/10/2007,$APINVCE,1996.8,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,10,Oct,04-Oct,4,15/10/2007,$RECEIPT,-1228.44,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,10,Oct,04-Oct,4,23/10/2007,$RECEIPT,-427.71,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,10,Oct,04-Oct,4,24/10/2007,$RECEIPT,-614.22,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,10,Oct,04-Oct,4,22/10/2007,$RECEIPT,-3708.45,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,10,Oct,04-Oct,4,30/10/2007,$RECEIPT,-7141.75,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,11,Nov,05-Nov,5,01/11/2007,$RECEIPT,-614.22,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,11,Nov,05-Nov,5,13/11/2007,$RECEIPT,-1996.8,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,11,Nov,05-Nov,5,06/11/2007,$RECEIPT,-1268.8,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,11,Nov,05-Nov,5,14/11/2007,$RECEIPT,-17213.21,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,11,Nov,05-Nov,5,22/11/2007,$RECEIPT,-614.22,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,11,Nov,05-Nov,5,22/11/2007,$RECEIPT,-913.54,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,12,Dec,06-Dec,6,06/12/2007,$RECEIPT,-614.22,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,12,Dec,06-Dec,6,19/12/2007,$RECEIPT,-3318.17,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,1,Jan,07-Jan,7,09/01/2008,$RECEIPT,-1996.8,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,1,Jan,07-Jan,7,14/01/2008,$RECEIPT,-10366.99,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,1,Jan,07-Jan,7,16/01/2008,$RECEIPT,-2049.37,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,1,Jan,07-Jan,7,18/01/2008,$RECEIPT,-614.22,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,1,Jan,07-Jan,7,22/01/2008,$RECEIPT,-276.96,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,1,Jan,07-Jan,7,22/01/2008,$RECEIPT,-614.22,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,1,Jan,07-Jan,7,29/01/2008,$RECEIPT,-1996.8,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,1,Jan,07-Jan,7,31/01/2008,$RECEIPT,-1268.8,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,2,Feb,08-Feb,8,06/02/2008,$RECEIPT,-399.36,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,2,Feb,08-Feb,8,11/02/2008,$RECEIPT,-399.36,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,2,Feb,08-Feb,8,12/02/2008,$RECEIPT,-2537.6,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,2,Feb,08-Feb,8,18/02/2008,$RECEIPT,-2611.02,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,2,Feb,08-Feb,8,18/02/2008,$RECEIPT,-1228.44,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,2,Feb,08-Feb,8,22/02/2008,$RECEIPT,-8787.72,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,2,Feb,08-Feb,8,26/02/2008,$RECEIPT,-41932.8,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,2,Feb,08-Feb,8,29/02/2008,$RECEIPT,-614.22,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,4,Apr,10-Apr,10,01/04/2008,$RECEIPT,-14283.51,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,4,Apr,10-Apr,10,03/04/2008,$RECEIPT,-614.22,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,4,Apr,10-Apr,10,07/04/2008,$RECEIPT,-399.56,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,3,Mar,09-Mar,9,07/03/2008,$RECEIPT,-614.22,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,3,Mar,09-Mar,9,14/03/2008,$RECEIPT,-614.22,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,3,Mar,09-Mar,9,20/03/2008,$RECEIPT,-1268.8,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,3,Mar,09-Mar,9,20/03/2008,$RECEIPT,-2537.6,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,3,Mar,09-Mar,9,27/03/2008,$RECEIPT,-3993.6,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,4,Apr,10-Apr,10,14/04/2008,$RECEIPT,-1996.8,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,4,Apr,10-Apr,10,17/04/2008,$RECEIPT,-614.22,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,4,Apr,10-Apr,10,18/04/2008,$RECEIPT,-614.22,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,4,Apr,10-Apr,10,16/04/2008,$RECEIPT,-728,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,4,Apr,10-Apr,10,28/04/2008,$RECEIPT,-1996.8,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,4,Apr,10-Apr,10,30/04/2008,$RECEIPT,-614.22,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,5,May,11-May,11,07/05/2008,$RECEIPT,-3225.23,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,5,May,11-May,11,12/05/2008,$RECEIPT,-91233.79,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,5,May,11-May,11,14/05/2008,$RECEIPT,-8447.26,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,5,May,11-May,11,15/05/2008,$RECEIPT,-3993.6,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,5,May,11-May,11,19/05/2008,$RECEIPT,-614.22,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,5,May,11-May,11,23/05/2008,$RECEIPT,-399.36,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,5,May,11-May,11,23/05/2008,$RECEIPT,-1996.8,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,5,May,11-May,11,26/05/2008,$RECEIPT,-14964.42,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,5,May,11-May,11,28/05/2008,$RECEIPT,-5512.97,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,5,May,11-May,11,30/05/2008,$RECEIPT,-15421.69,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,5,May,11-May,11,27/05/2008,$APINVCE,9985.6,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,5,May,11-May,11,28/05/2008,$ARINVCE,3993.6,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,6,Jun,12-Jun,12,03/06/2008,$RECEIPT,-3629.18,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,6,Jun,12-Jun,12,04/06/2008,$RECEIPT,-399.36,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,6,Jun,12-Jun,12,06/06/2008,$RECEIPT,-9752.77,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,6,Jun,12-Jun,12,05/06/2008,$RECEIPT,-3993.6,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,6,Jun,12-Jun,12,06/06/2008,$RECEIPT,-399.36,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,6,Jun,12-Jun,12,19/06/2008,$RECEIPT,-614.22,45530.00,,,,,
DC08ACT,45095,18,Council Technical/Admin. Facilities,No Sector,6,Jun,12-Jun,12,26/06/2008,$RECEIPT,-5990.4,45530.00,,,,,
DC08ACT,45020,19,Open Space,No Sector,9,Sep,03-Sep,3,14/09/2007,$RECEIPT,-1544,45530.00,,,,,
DC08ACT,45020,19,Open Space,No Sector,10,Oct,04-Oct,4,15/10/2007,$APINVCE,1544,45530.00,,,,,
DC08ACT,45020,19,Open Space,No Sector,10,Oct,04-Oct,4,24/10/2007,$RECEIPT,-476,45530.00,,,,,
DC08ACT,45020,19,Open Space,No Sector,2,Feb,08-Feb,8,12/02/2008,$RECEIPT,-3088,45530.00,,,,,
DC08ACT,45020,19,Open Space,No Sector,4,Apr,10-Apr,10,18/04/2008,$RECEIPT,-476,45530.00,,,,,
DC08ACT,45020,19,Open Space,No Sector,6,Jun,12-Jun,12,06/06/2008,$RECEIPT,-7538,45530.00,,,,,
DC08ACT,45025,19,Community Facilities,No Sector,9,Sep,03-Sep,3,14/09/2007,$RECEIPT,-1443,45530.00,,,,,
DC08ACT,45025,19,Community Facilities,No Sector,10,Oct,04-Oct,4,15/10/2007,$APINVCE,1443,45530.00,,,,,
DC08ACT,45025,19,Community Facilities,No Sector,10,Oct,04-Oct,4,24/10/2007,$RECEIPT,-443,45530.00,,,,,
DC08ACT,45025,19,Community Facilities,No Sector,2,Feb,08-Feb,8,12/02/2008,$RECEIPT,-2886,45530.00,,,,,
DC08ACT,45025,19,Community Facilities,No Sector,4,Apr,10-Apr,10,18/04/2008,$RECEIPT,-443,45530.00,,,,,
DC08ACT,45025,19,Community Facilities,No Sector,6,Jun,12-Jun,12,06/06/2008,$RECEIPT,-7052,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,7,Jul,01-Jul,1,06/07/2007,$RECEIPT,-1760,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,7,Jul,01-Jul,1,18/07/2007,$RECEIPT,-230,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,7,Jul,01-Jul,1,11/07/2007,$RECEIPT,-1028,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,7,Jul,01-Jul,1,27/07/2007,$RECEIPT,-352,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,7,Jul,01-Jul,1,26/07/2007,$RECEIPT,-3788,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,8,Aug,02-Aug,2,08/08/2007,$RECEIPT,-10810,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,8,Aug,02-Aug,2,08/08/2007,$RECEIPT,-803,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,8,Aug,02-Aug,2,16/08/2007,$RECEIPT,-341,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,8,Aug,02-Aug,2,23/08/2007,$RECEIPT,-352,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,8,Aug,02-Aug,2,24/08/2007,$RECEIPT,-1028,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,9,Sep,03-Sep,3,12/09/2007,$RECEIPT,-2300,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,9,Sep,03-Sep,3,14/09/2007,$RECEIPT,-352,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,9,Sep,03-Sep,3,27/09/2007,$RECEIPT,-6688,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,10,Oct,04-Oct,4,09/10/2007,$RECEIPT,-6568,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,10,Oct,04-Oct,4,15/10/2007,$APINVCE,352,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,10,Oct,04-Oct,4,15/10/2007,$RECEIPT,-216,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,10,Oct,04-Oct,4,22/10/2007,$RECEIPT,-1028,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,10,Oct,04-Oct,4,30/10/2007,$RECEIPT,-1258,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,11,Nov,05-Nov,5,01/11/2007,$RECEIPT,-108,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,11,Nov,05-Nov,5,05/11/2007,$RECEIPT,-7744,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,11,Nov,05-Nov,5,13/11/2007,$RECEIPT,-352,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,11,Nov,05-Nov,5,06/11/2007,$RECEIPT,-352,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,11,Nov,05-Nov,5,14/11/2007,$RECEIPT,-2530,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,11,Nov,05-Nov,5,15/11/2007,$RECEIPT,-704,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,11,Nov,05-Nov,5,22/11/2007,$RECEIPT,-108,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,11,Nov,05-Nov,5,22/11/2007,$RECEIPT,-2760,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,12,Dec,06-Dec,6,17/12/2007,$RECEIPT,-4576,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,12,Dec,06-Dec,6,19/12/2007,$RECEIPT,-920,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,1,Jan,07-Jan,7,09/01/2008,$RECEIPT,-352,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,1,Jan,07-Jan,7,14/01/2008,$RECEIPT,-1826,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,1,Jan,07-Jan,7,16/01/2008,$RECEIPT,-568,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,1,Jan,07-Jan,7,18/01/2008,$RECEIPT,-108,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,1,Jan,07-Jan,7,22/01/2008,$RECEIPT,-108,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,1,Jan,07-Jan,7,29/01/2008,$RECEIPT,-352,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,1,Jan,07-Jan,7,31/01/2008,$RECEIPT,-352,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,2,Feb,08-Feb,8,12/02/2008,$RECEIPT,-704,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,2,Feb,08-Feb,8,18/02/2008,$RECEIPT,-460,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,2,Feb,08-Feb,8,18/02/2008,$RECEIPT,-216,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,2,Feb,08-Feb,8,26/02/2008,$RECEIPT,-7392,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,2,Feb,08-Feb,8,29/02/2008,$RECEIPT,-108,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,4,Apr,10-Apr,10,01/04/2008,$RECEIPT,-2516,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,4,Apr,10-Apr,10,03/04/2008,$RECEIPT,-108,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,3,Mar,09-Mar,9,07/03/2008,$RECEIPT,-108,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,3,Mar,09-Mar,9,14/03/2008,$RECEIPT,-108,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,4,Apr,10-Apr,10,17/04/2008,$RECEIPT,-108,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,4,Apr,10-Apr,10,18/04/2008,$RECEIPT,-108,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,4,Apr,10-Apr,10,30/04/2008,$RECEIPT,-108,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,5,May,11-May,11,07/05/2008,$RECEIPT,-568,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,5,May,11-May,11,12/05/2008,$RECEIPT,-3233,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,5,May,11-May,11,14/05/2008,$RECEIPT,-1488,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,5,May,11-May,11,19/05/2008,$RECEIPT,-110,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,5,May,11-May,11,26/05/2008,$RECEIPT,-5398,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,5,May,11-May,11,30/05/2008,$RECEIPT,-4080,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,5,May,11-May,11,27/05/2008,$APINVCE,1760,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,6,Jun,12-Jun,12,19/06/2008,$RECEIPT,-108,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,6,Jun,12-Jun,12,23/06/2008,$RECEIPT,-338,45530.00,,,,,
DC08ACT,45030,22,Footpath/Cycleway,No Sector,6,Jun,12-Jun,12,26/06/2008,$RECEIPT,-352,45530.00,,,,,
DC08ACT,45015,23,Parking,Sector 2,7,Jul,01-Jul,1,11/07/2007,$RECEIPT,-25494,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,7,Jul,01-Jul,1,06/07/2007,$RECEIPT,-4275,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,7,Jul,01-Jul,1,16/07/2007,$RECEIPT,-26273,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,7,Jul,01-Jul,1,18/07/2007,$RECEIPT,-559,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,7,Jul,01-Jul,1,11/07/2007,$RECEIPT,-2499,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,7,Jul,01-Jul,1,27/07/2007,$RECEIPT,-855,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,7,Jul,01-Jul,1,26/07/2007,$RECEIPT,-9207,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,8,Aug,02-Aug,2,03/08/2007,$RECEIPT,-1710,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,8,Aug,02-Aug,2,08/08/2007,$RECEIPT,-1931,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,8,Aug,02-Aug,2,14/08/2007,$RECEIPT,-855,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,8,Aug,02-Aug,2,15/08/2007,$RECEIPT,-855,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,8,Aug,02-Aug,2,16/08/2007,$RECEIPT,-802,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,8,Aug,02-Aug,2,23/08/2007,$RECEIPT,-855,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,8,Aug,02-Aug,2,24/08/2007,$RECEIPT,-2499,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,9,Sep,03-Sep,3,12/09/2007,$RECEIPT,-5571,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,9,Sep,03-Sep,3,14/09/2007,$RECEIPT,-855,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,10,Oct,04-Oct,4,05/10/2007,$RECEIPT,-14,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,10,Oct,04-Oct,4,09/10/2007,$RECEIPT,-15820,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,10,Oct,04-Oct,4,15/10/2007,$APINVCE,855,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,10,Oct,04-Oct,4,15/10/2007,$RECEIPT,-526,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,10,Oct,04-Oct,4,24/10/2007,$RECEIPT,-263,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,10,Oct,04-Oct,4,22/10/2007,$RECEIPT,-2499,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,10,Oct,04-Oct,4,30/10/2007,$RECEIPT,-3058,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,11,Nov,05-Nov,5,01/11/2007,$RECEIPT,-263,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,11,Nov,05-Nov,5,13/11/2007,$RECEIPT,-855,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,11,Nov,05-Nov,5,06/11/2007,$RECEIPT,-855,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,11,Nov,05-Nov,5,14/11/2007,$RECEIPT,-6090,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,11,Nov,05-Nov,5,15/11/2007,$RECEIPT,-1710,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,11,Nov,05-Nov,5,22/11/2007,$RECEIPT,-263,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,11,Nov,05-Nov,5,22/11/2007,$RECEIPT,-6708,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,12,Dec,06-Dec,6,06/12/2007,$RECEIPT,-263,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,12,Dec,06-Dec,6,19/12/2007,$RECEIPT,-2236,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,12,Dec,06-Dec,6,24/12/2007,$RECEIPT,-221.8,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,1,Jan,07-Jan,7,09/01/2008,$RECEIPT,-633.2,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,1,Jan,07-Jan,7,14/01/2008,$RECEIPT,-4439,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,1,Jan,07-Jan,7,16/01/2008,$RECEIPT,-1381,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,1,Jan,07-Jan,7,18/01/2008,$RECEIPT,-263,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,1,Jan,07-Jan,7,22/01/2008,$RECEIPT,-263,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,1,Jan,07-Jan,7,29/01/2008,$RECEIPT,-855,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,1,Jan,07-Jan,7,31/01/2008,$RECEIPT,-855,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,2,Feb,08-Feb,8,12/02/2008,$RECEIPT,-1710,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,2,Feb,08-Feb,8,18/02/2008,$RECEIPT,-1118,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,2,Feb,08-Feb,8,18/02/2008,$RECEIPT,-526,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,2,Feb,08-Feb,8,26/02/2008,$RECEIPT,-17955,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,2,Feb,08-Feb,8,29/02/2008,$RECEIPT,-263,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,4,Apr,10-Apr,10,01/04/2008,$RECEIPT,-6116,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,4,Apr,10-Apr,10,03/04/2008,$RECEIPT,-263,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,3,Mar,09-Mar,9,07/03/2008,$RECEIPT,-263,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,3,Mar,09-Mar,9,14/03/2008,$RECEIPT,-263,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,3,Mar,09-Mar,9,20/03/2008,$RECEIPT,-855,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,3,Mar,09-Mar,9,20/03/2008,$RECEIPT,-1710,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,3,Mar,09-Mar,9,27/03/2008,$RECEIPT,-1710,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,4,Apr,10-Apr,10,14/04/2008,$RECEIPT,-855,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,4,Apr,10-Apr,10,17/04/2008,$RECEIPT,-263,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,4,Apr,10-Apr,10,18/04/2008,$RECEIPT,-263,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,4,Apr,10-Apr,10,28/04/2008,$RECEIPT,-855,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,4,Apr,10-Apr,10,30/04/2008,$RECEIPT,-263,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,5,May,11-May,11,07/05/2008,$RECEIPT,-1381,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,5,May,11-May,11,12/05/2008,$RECEIPT,-39082,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,5,May,11-May,11,14/05/2008,$RECEIPT,-3617,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,5,May,11-May,11,15/05/2008,$RECEIPT,-1710,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,5,May,11-May,11,19/05/2008,$RECEIPT,-259,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,5,May,11-May,11,23/05/2008,$RECEIPT,-855,45530.00,,,,,
