Ledger,Account,Plan,Activity,Sector,Month Num,Month Text,Month,Fiscal Month,Date,Doc Type,Amount,DataDate,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,5,May,11-May,11,26/05/2008,$RECEIPT,-6412,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,5,May,11-May,11,28/05/2008,$RECEIPT,-1316,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,5,May,11-May,11,30/05/2008,$RECEIPT,-3488,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,5,May,11-May,11,27/05/2008,$APINVCE,4278,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,5,May,11-May,11,28/05/2008,$ARINVCE,1710,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,6,Jun,12-Jun,12,03/06/2008,$RECEIPT,-855,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,6,Jun,12-Jun,12,06/06/2008,$RECEIPT,-4176,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,6,Jun,12-Jun,12,05/06/2008,$RECEIPT,-1710,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,6,Jun,12-Jun,12,19/06/2008,$RECEIPT,-263,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,6,Jun,12-Jun,12,23/06/2008,$RECEIPT,-822,45530.00,,,,,
DC08ACT,45020,26,Casual Open Space,No Sector,6,Jun,12-Jun,12,26/06/2008,$RECEIPT,-855,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,7,Jul,01-Jul,1,06/07/2007,$RECEIPT,-11635,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,7,Jul,01-Jul,1,18/07/2007,$RECEIPT,-1521,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,7,Jul,01-Jul,1,11/07/2007,$RECEIPT,-6797,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,7,Jul,01-Jul,1,27/07/2007,$RECEIPT,-2327,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,7,Jul,01-Jul,1,26/07/2007,$RECEIPT,-25050,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,8,Aug,02-Aug,2,03/08/2007,$RECEIPT,-4654,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,8,Aug,02-Aug,2,08/08/2007,$RECEIPT,-71484,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,8,Aug,02-Aug,2,08/08/2007,$RECEIPT,-5275,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,8,Aug,02-Aug,2,14/08/2007,$RECEIPT,-2327,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,8,Aug,02-Aug,2,15/08/2007,$RECEIPT,-2327,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,8,Aug,02-Aug,2,16/08/2007,$RECEIPT,-2234,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,8,Aug,02-Aug,2,23/08/2007,$RECEIPT,-2327,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,8,Aug,02-Aug,2,24/08/2007,$RECEIPT,-6799,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,9,Sep,03-Sep,3,12/09/2007,$RECEIPT,-15205,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,9,Sep,03-Sep,3,14/09/2007,$RECEIPT,-2327,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,10,Oct,04-Oct,4,09/10/2007,$RECEIPT,-43194,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,10,Oct,04-Oct,4,15/10/2007,$APINVCE,2327,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,10,Oct,04-Oct,4,15/10/2007,$RECEIPT,-1430,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,10,Oct,04-Oct,4,24/10/2007,$RECEIPT,-715,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,10,Oct,04-Oct,4,22/10/2007,$RECEIPT,-6799,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,10,Oct,04-Oct,4,30/10/2007,$RECEIPT,-8315,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,11,Nov,05-Nov,5,01/11/2007,$RECEIPT,-715,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,11,Nov,05-Nov,5,13/11/2007,$RECEIPT,-2327,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,11,Nov,05-Nov,5,06/11/2007,$RECEIPT,-2327,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,11,Nov,05-Nov,5,14/11/2007,$RECEIPT,-16632,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,11,Nov,05-Nov,5,15/11/2007,$RECEIPT,-4654,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,11,Nov,05-Nov,5,22/11/2007,$RECEIPT,-715,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,11,Nov,05-Nov,5,22/11/2007,$RECEIPT,-18251,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,12,Dec,06-Dec,6,06/12/2007,$RECEIPT,-715,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,12,Dec,06-Dec,6,19/12/2007,$RECEIPT,-6084,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,1,Jan,07-Jan,7,09/01/2008,$RECEIPT,-2327,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,1,Jan,07-Jan,7,14/01/2008,$RECEIPT,-12076,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,1,Jan,07-Jan,7,16/01/2008,$RECEIPT,-3757,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,1,Jan,07-Jan,7,18/01/2008,$RECEIPT,-715,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,1,Jan,07-Jan,7,22/01/2008,$RECEIPT,-715,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,1,Jan,07-Jan,7,29/01/2008,$RECEIPT,-2327,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,1,Jan,07-Jan,7,31/01/2008,$RECEIPT,-2327,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,2,Feb,08-Feb,8,12/02/2008,$RECEIPT,-4654,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,2,Feb,08-Feb,8,18/02/2008,$RECEIPT,-3042,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,2,Feb,08-Feb,8,18/02/2008,$RECEIPT,-1430,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,2,Feb,08-Feb,8,26/02/2008,$RECEIPT,-48867,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,2,Feb,08-Feb,8,29/02/2008,$RECEIPT,-715,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,4,Apr,10-Apr,10,01/04/2008,$RECEIPT,-16639,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,4,Apr,10-Apr,10,03/04/2008,$RECEIPT,-715,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,3,Mar,09-Mar,9,07/03/2008,$RECEIPT,-715,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,3,Mar,09-Mar,9,14/03/2008,$RECEIPT,-715,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,3,Mar,09-Mar,9,20/03/2008,$RECEIPT,-2327,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,3,Mar,09-Mar,9,20/03/2008,$RECEIPT,-4654,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,3,Mar,09-Mar,9,27/03/2008,$RECEIPT,-4654,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,4,Apr,10-Apr,10,14/04/2008,$RECEIPT,-2327,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,4,Apr,10-Apr,10,17/04/2008,$RECEIPT,-715,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,4,Apr,10-Apr,10,18/04/2008,$RECEIPT,-715,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,4,Apr,10-Apr,10,28/04/2008,$RECEIPT,-2327,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,4,Apr,10-Apr,10,30/04/2008,$RECEIPT,-715,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,5,May,11-May,11,07/05/2008,$RECEIPT,-3756,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,5,May,11-May,11,14/05/2008,$RECEIPT,-9840,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,5,May,11-May,11,15/05/2008,$RECEIPT,-4654,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,5,May,11-May,11,19/05/2008,$RECEIPT,-714,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,5,May,11-May,11,23/05/2008,$RECEIPT,-2327,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,5,May,11-May,11,26/05/2008,$RECEIPT,-17445,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,5,May,11-May,11,27/05/2008,$APINVCE,11627,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,5,May,11-May,11,28/05/2008,$ARINVCE,4654,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,6,Jun,12-Jun,12,03/06/2008,$RECEIPT,-2327,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,6,Jun,12-Jun,12,06/06/2008,$RECEIPT,-11359,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,6,Jun,12-Jun,12,05/06/2008,$RECEIPT,-4654,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,6,Jun,12-Jun,12,19/06/2008,$RECEIPT,-716,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,6,Jun,12-Jun,12,23/06/2008,$RECEIPT,-2236,45530.00,,,,,
DC08ACT,45020,26,Structured Open Space,No Sector,6,Jun,12-Jun,12,26/06/2008,$RECEIPT,-2327,45530.00,,,,,
DC08ACT,45020,27,Structured Open Space,No Sector,7,Jul,01-Jul,1,11/07/2007,$RECEIPT,-6282,45530.00,,,,,
DC08ACT,45020,27,Structured Open Space,No Sector,1,Jan,07-Jan,7,16/01/2008,$RECEIPT,-3141,45530.00,,,,,
DC08ACT,45020,27,Structured Open Space,No Sector,4,Apr,10-Apr,10,01/04/2008,$RECEIPT,-14658,45530.00,,,,,
DC09ACT,45020,01,Casual Open Space,No Sector,12,Dec,06-Dec,6,02/12/2008,$RECEIPT,-21892,45530.00,,,,,
DC09ACT,45020,01,Casual Open Space,No Sector,12,Dec,06-Dec,6,09/12/2008,$RECEIPT,-1571,45530.00,,,,,
DC09ACT,45020,01,Casual Open Space,No Sector,5,May,11-May,11,19/05/2009,$RECEIPT,-3142,45530.00,,,,,
DC09ACT,45020,01,Structured Open Space,No Sector,12,Dec,06-Dec,6,09/12/2008,$RECEIPT,-2433,45530.00,,,,,
DC09ACT,45020,01,Structured Open Space,No Sector,5,May,11-May,11,19/05/2009,$RECEIPT,-4866,45530.00,,,,,
DC09ACT,45005,02,Drainage,No Sector,12,Dec,06-Dec,6,02/12/2008,$RECEIPT,-1591.06,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 1 - Tweed Heads,7,Jul,01-Jul,1,10/07/2008,$RECEIPT,-4577,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 1 - Tweed Heads,9,Sep,03-Sep,3,02/09/2008,$RECEIPT,-28334,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 1 - Tweed Heads,12,Dec,06-Dec,6,04/12/2008,$RECEIPT,-8917,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 1 - Tweed Heads,1,Jan,07-Jan,7,06/01/2009,$RECEIPT,-16231,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 1 - Tweed Heads,2,Feb,08-Feb,8,27/02/2009,$RECEIPT,-1278,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 1 - Tweed Heads,5,May,11-May,11,11/05/2009,$RECEIPT,-3874,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 2 - Murwillumbah,7,Jul,01-Jul,1,02/07/2008,$RECEIPT,4919.22,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 2 - Murwillumbah,7,Jul,01-Jul,1,03/07/2008,$RECEIPT,-1702,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 2 - Murwillumbah,7,Jul,01-Jul,1,09/07/2008,$RECEIPT,-11063,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 2 - Murwillumbah,7,Jul,01-Jul,1,24/07/2008,$RECEIPT,-17915,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 2 - Murwillumbah,7,Jul,01-Jul,1,31/07/2008,$ARINVCE,10481,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 2 - Murwillumbah,8,Aug,02-Aug,2,01/08/2008,$ARINVCE,7434,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 2 - Murwillumbah,11,Nov,05-Nov,5,05/11/2008,$RECEIPT,-20505,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 2 - Murwillumbah,11,Nov,05-Nov,5,12/11/2008,$RECEIPT,-55315,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 2 - Murwillumbah,11,Nov,05-Nov,5,18/11/2008,$RECEIPT,-41920,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 2 - Murwillumbah,12,Dec,06-Dec,6,02/12/2008,$RECEIPT,-35231,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 2 - Murwillumbah,12,Dec,06-Dec,6,09/12/2008,$RECEIPT,-5532,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 2 - Murwillumbah,5,May,11-May,11,07/05/2009,$RECEIPT,-12177,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 2 - Murwillumbah,5,May,11-May,11,19/05/2009,$RECEIPT,-11063,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 3 - Kingscliff,8,Aug,02-Aug,2,15/08/2008,$RECEIPT,-6643,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 3 - Kingscliff,10,Oct,04-Oct,4,27/10/2008,$RECEIPT,-47830,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 3 - Kingscliff,1,Jan,07-Jan,7,30/01/2009,$APINVCE,10784,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 3 - Kingscliff,5,May,11-May,11,27/05/2009,$RECEIPT,-7118,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 4 - Cabarita,7,Jul,01-Jul,1,01/07/2008,$RECEIPT,-4095,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 4 - Cabarita,1,Jan,07-Jan,7,12/01/2009,$RECEIPT,-11681,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 4 - Cabarita,4,Apr,10-Apr,10,20/04/2009,$RECEIPT,-49058,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 5 - Pottsville,4,Apr,10-Apr,10,02/04/2009,$RECEIPT,-5799,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 6,8,Aug,02-Aug,2,15/08/2008,$RECEIPT,-37614,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 6,8,Aug,02-Aug,2,26/08/2008,$RECEIPT,-6373,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 6,10,Oct,04-Oct,4,07/10/2008,$RECEIPT,-26588,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 6,10,Oct,04-Oct,4,16/10/2008,$RECEIPT,-1526,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 6,11,Nov,05-Nov,5,24/11/2008,$RECEIPT,-5083,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 6,1,Jan,07-Jan,7,12/01/2009,$RECEIPT,-14162,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 6,6,Jun,12-Jun,12,15/06/2009,$RECEIPT,-4066,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 7,9,Sep,03-Sep,3,11/09/2008,$RECEIPT,-11284,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 7,10,Oct,04-Oct,4,24/10/2008,$RECEIPT,-28644,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 7,4,Apr,10-Apr,10,17/04/2009,$RECEIPT,-6045,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 7,4,Apr,10-Apr,10,27/04/2009,$RECEIPT,-45136,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 7,5,May,11-May,11,26/05/2009,$RECEIPT,-101556,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 7,6,Jun,12-Jun,12,29/06/2009,$RECEIPT,-6045,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 8,7,Jul,01-Jul,1,08/07/2008,$RECEIPT,-6643,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 8,7,Jul,01-Jul,1,10/07/2008,$RECEIPT,-6643,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 8,7,Jul,01-Jul,1,25/07/2008,$RECEIPT,-6643,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 8,9,Sep,03-Sep,3,04/09/2008,$RECEIPT,-6643,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 8,10,Oct,04-Oct,4,03/10/2008,$RECEIPT,-6643,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 8,11,Nov,05-Nov,5,11/11/2008,$RECEIPT,-2818,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 8,12,Dec,06-Dec,6,02/12/2008,$RECEIPT,-6643,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 8,12,Dec,06-Dec,6,18/12/2008,$RECEIPT,-2810,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 8,12,Dec,06-Dec,6,19/12/2008,$RECEIPT,-47250,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 8,1,Jan,07-Jan,7,12/01/2009,$RECEIPT,-6643,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 8,3,Mar,09-Mar,9,11/03/2009,$RECEIPT,-51815,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 8,3,Mar,09-Mar,9,25/03/2009,$RECEIPT,-6643,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 8,4,Apr,10-Apr,10,15/04/2009,$RECEIPT,-6643,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 9,7,Jul,01-Jul,1,14/07/2008,$RECEIPT,-6890,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 9,8,Aug,02-Aug,2,21/08/2008,$RECEIPT,-2259.92,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 9,11,Nov,05-Nov,5,17/11/2008,$RECEIPT,-7632,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 10,8,Aug,02-Aug,2,19/08/2008,$RECEIPT,-27412.25,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 10,10,Oct,04-Oct,4,17/10/2008,$RECEIPT,-26190,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 10,10,Oct,04-Oct,4,22/10/2008,$RECEIPT,-168926,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 10,12,Dec,06-Dec,6,01/12/2008,$RECEIPT,-120654,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 10,12,Dec,06-Dec,6,11/12/2008,$RECEIPT,-27370,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 10,5,May,11-May,11,28/05/2009,$RECEIPT,-5145,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 10,6,Jun,12-Jun,12,11/06/2009,$RECEIPT,-15808,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 11,1,Jan,07-Jan,7,28/01/2009,$RECEIPT,-7111,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 12,11,Nov,05-Nov,5,11/11/2008,$ARINVCE,-3953.04,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 12,6,Jun,12-Jun,12,01/06/2009,$ARINVCE,3953.04,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 12,6,Jun,12-Jun,12,02/06/2009,$RECEIPT,-3953.04,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 13,7,Jul,01-Jul,1,23/07/2008,$RECEIPT,-774,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 13,3,Mar,09-Mar,9,26/03/2009,$RECEIPT,-10368,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 13,5,May,11-May,11,27/05/2009,GLJNLOP,-16027.48,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 13,5,May,11-May,11,31/05/2009,GLJNLOP,-15430.62,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 13,6,Jun,12-Jun,12,30/06/2009,$RECEIPT,-14976,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 13,6,Jun,12-Jun,12,30/06/2009,GLJNLPRV,12346.5,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 26,3,Mar,09-Mar,9,02/03/2009,$RECEIPT,-6045,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 29,8,Aug,02-Aug,2,15/08/2008,$RECEIPT,-540,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 29,12,Dec,06-Dec,6,02/12/2008,$RECEIPT,-1300,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 29,12,Dec,06-Dec,6,18/12/2008,$APINVCE,760,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 29,4,Apr,10-Apr,10,15/04/2009,$RECEIPT,-540,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 30,9,Sep,03-Sep,3,11/09/2008,$RECEIPT,-1872,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 30,10,Oct,04-Oct,4,24/10/2008,$RECEIPT,-4752,45530.00,,,,,
DC09ACT,45000,04,Roads,Sector 30,3,Mar,09-Mar,9,02/03/2009,$RECEIPT,-1001,45530.00,,,,,
DC09ACT,45000,04,Roads,TRCP Sector 12a,6,Jun,12-Jun,12,05/06/2009,$RECEIPT,-49582,45530.00,,,,,
DC09ACT,45000,04,Roads,TRCP Sector 12b,10,Oct,04-Oct,4,27/10/2008,$RECEIPT,-12181,45530.00,,,,,
DC09ACT,45020,05,Casual Open Space,No Sector,7,Jul,01-Jul,1,08/07/2008,$RECEIPT,-51,45530.00,,,,,
DC09ACT,45020,05,Casual Open Space,No Sector,7,Jul,01-Jul,1,09/07/2008,$RECEIPT,-378,45530.00,,,,,
DC09ACT,45020,05,Casual Open Space,No Sector,7,Jul,01-Jul,1,10/07/2008,$RECEIPT,-51,45530.00,,,,,
DC09ACT,45020,05,Casual Open Space,No Sector,7,Jul,01-Jul,1,14/07/2008,$RECEIPT,-51,45530.00,,,,,
DC09ACT,45020,05,Casual Open Space,No Sector,7,Jul,01-Jul,1,25/07/2008,$RECEIPT,-51,45530.00,,,,,
DC09ACT,45020,05,Casual Open Space,No Sector,7,Jul,01-Jul,1,28/07/2008,$RECEIPT,-4745,45530.00,,,,,
DC09ACT,45020,05,Casual Open Space,No Sector,9,Sep,03-Sep,3,02/09/2008,$RECEIPT,-1636,45530.00,,,,,
DC09ACT,45020,05,Casual Open Space,No Sector,9,Sep,03-Sep,3,04/09/2008,$RECEIPT,-51,45530.00,,,,,
DC09ACT,45020,05,Casual Open Space,No Sector,10,Oct,04-Oct,4,03/10/2008,$RECEIPT,-167,45530.00,,,,,
DC09ACT,45020,05,Casual Open Space,No Sector,10,Oct,04-Oct,4,27/10/2008,$RECEIPT,-51,45530.00,,,,,
DC09ACT,45020,05,Casual Open Space,No Sector,11,Nov,05-Nov,5,12/11/2008,$RECEIPT,-1032,45530.00,,,,,
DC09ACT,45020,05,Casual Open Space,No Sector,11,Nov,05-Nov,5,24/11/2008,$RECEIPT,-51,45530.00,,,,,
DC09ACT,45020,05,Casual Open Space,No Sector,12,Dec,06-Dec,6,02/12/2008,$RECEIPT,-51,45530.00,,,,,
DC09ACT,45020,05,Casual Open Space,No Sector,1,Jan,07-Jan,7,06/01/2009,$RECEIPT,-168,45530.00,,,,,
DC09ACT,45020,05,Casual Open Space,No Sector,1,Jan,07-Jan,7,12/01/2009,$RECEIPT,-1713,45530.00,,,,,
DC09ACT,45020,05,Casual Open Space,No Sector,1,Jan,07-Jan,7,28/01/2009,$RECEIPT,-373,45530.00,,,,,
DC09ACT,45020,05,Casual Open Space,No Sector,1,Jan,07-Jan,7,30/01/2009,$APINVCE,596,45530.00,,,,,
DC09ACT,45020,05,Casual Open Space,No Sector,2,Feb,08-Feb,8,18/02/2009,$RECEIPT,-116,45530.00,,,,,
DC09ACT,45020,05,Casual Open Space,No Sector,3,Mar,09-Mar,9,11/03/2009,$RECEIPT,-1417,45530.00,,,,,
DC09ACT,45020,05,Casual Open Space,No Sector,3,Mar,09-Mar,9,25/03/2009,$RECEIPT,-51,45530.00,,,,,
DC09ACT,45020,05,Casual Open Space,No Sector,3,Mar,09-Mar,9,26/03/2009,$RECEIPT,-1140,45530.00,,,,,
DC09ACT,45020,05,Casual Open Space,No Sector,4,Apr,10-Apr,10,02/04/2009,$RECEIPT,-176,45530.00,,,,,
DC09ACT,45020,05,Casual Open Space,No Sector,4,Apr,10-Apr,10,17/04/2009,$RECEIPT,-373,45530.00,,,,,
DC09ACT,45020,05,Casual Open Space,No Sector,4,Apr,10-Apr,10,20/04/2009,$RECEIPT,-2611,45530.00,,,,,
DC09ACT,45020,05,Casual Open Space,No Sector,5,May,11-May,11,11/05/2009,$RECEIPT,-167,45530.00,,,,,
DC09ACT,45020,05,Casual Open Space,No Sector,5,May,11-May,11,27/05/2009,$RECEIPT,-570,45530.00,,,,,
DC09ACT,45020,05,Casual Open Space,No Sector,6,Jun,12-Jun,12,29/06/2009,$RECEIPT,-176,45530.00,,,,,
DC09ACT,45020,05,Casual Open Space,No Sector,6,Jun,12-Jun,12,30/06/2009,$RECEIPT,-176,45530.00,,,,,
DC09ACT,45020,05,Structured Open Space,No Sector,7,Jul,01-Jul,1,01/07/2008,$RECEIPT,-1568,45530.00,,,,,
DC09ACT,45020,05,Structured Open Space,No Sector,7,Jul,01-Jul,1,08/07/2008,$RECEIPT,-240,45530.00,,,,,
DC09ACT,45020,05,Structured Open Space,No Sector,7,Jul,01-Jul,1,09/07/2008,$RECEIPT,-1770,45530.00,,,,,
DC09ACT,45020,05,Structured Open Space,No Sector,7,Jul,01-Jul,1,10/07/2008,$RECEIPT,-240,45530.00,,,,,
DC09ACT,45020,05,Structured Open Space,No Sector,7,Jul,01-Jul,1,14/07/2008,$RECEIPT,-240,45530.00,,,,,
DC09ACT,45020,05,Structured Open Space,No Sector,7,Jul,01-Jul,1,25/07/2008,$RECEIPT,-240,45530.00,,,,,
DC09ACT,45020,05,Structured Open Space,No Sector,7,Jul,01-Jul,1,28/07/2008,$RECEIPT,-29577,45530.00,,,,,
DC09ACT,45020,05,Structured Open Space,No Sector,9,Sep,03-Sep,3,02/09/2008,$RECEIPT,-7651,45530.00,,,,,
